,ISIN,Identifier,Issuer,Maturity,Seniority,Currency,Coupon,Frequency
28764,XS0202407093,xs0202407093-european-investment-bank-eib-4-625-04-54,European Investment Bank (EIB),2054-10-12,,GBP,4.625,yearly
28765,XS0221854200,xs0221854200-portugal-telecom-international-finance-b-v-4-5-05-25,Portugal Telecom International Finance B.V.,2025-06-16,,EUR,4.5,yearly
28766,XS0248392812,xs0248392812-tesco-plc-5-06-23,Tesco PLC,2023-03-24,,GBP,5.0,yearly
28767,XS0282701514,xs0282701514-polen-republik-4-5-07-22,"Polen, Republik",2022-01-18,,EUR,4.5,yearly
28768,XS0334989000,xs0334989000-kongo-republik-6-07-29,"Kongo, Republik",2029-06-30,,USD,6.0,semiannual
28769,XS0359924643,xs0359924643-immigon-portfolioabbau-ag-6-044,immigon portfolioabbau ag,,True,EUR,6.044,semiannual
28770,XS0408958683,xs0408958683-e-on-international-finance-b-v-6-75-09-39,E.ON International Finance B.V.,2039-01-27,,GBP,6.75,yearly
28771,XS0419834931,xs0419834931-walmart-inc-5-625-09-34,Walmart Inc.,2034-03-27,,GBP,5.625,semiannual
28772,XS0437306904,xs0437306904-innogy-finance-b-v-6-125-09-39,innogy Finance B.V.,2039-07-06,,GBP,6.125,yearly
28773,XS0461382524,xs0461382524-deutsche-bank-ag-london-branch-2-23-16-21,Deutsche Bank AG [London Branch],2021-04-13,,GBP,2.23,quarterly
28774,XS0513009711,xs0513009711-generalitat-de-catalunya-5-9-10-30,Generalitat de Catalunya,2030-05-28,,EUR,5.9,yearly
28775,XS0520578096,xs0520578096-oebb-infrastruktur-ag-3-875-10-25,ÖBB-Infrastruktur AG,2025-06-30,,EUR,3.875,yearly
28776,XS0529414319,xs0529414319-carrefour-s-a-3-875-10-21,Carrefour S.A.,2021-04-25,,EUR,3.875,yearly
28777,XS0551935769,xs0551935769-eurogrid-gmbh-3-875-10-20,Eurogrid GmbH,2020-10-22,,EUR,3.875,yearly
28778,XS0565475505,xs0565475505-hongkong-electric-finance-ltd-4-25-10-20,Hongkong Electric Finance Ltd.,2020-12-14,,USD,4.25,semiannual
28779,XS0619548216,xs0619548216-abn-amro-bank-n-v-6-375-11-21,ABN AMRO Bank N.V.,2021-04-27,True,EUR,6.375,yearly
28780,XS0621167732,xs0621167732-royal-schiphol-group-n-v-4-43-11-21,Royal Schiphol Group N.V.,2021-04-28,,EUR,4.43,yearly
28781,XS0671138377,xs0671138377-council-of-europe-development-bank-ceb-2-875-11-21,Council of Europe Development Bank (CEB),2021-08-31,,EUR,2.875,yearly
28782,XS0686570242,xs0686570242-southern-gas-networks-plc-4-875-11-23,Southern Gas Networks PLC,2023-10-05,,GBP,4.875,yearly
28783,XS0691970601,xs0691970601-oebb-infrastruktur-ag-3-5-11-26,ÖBB-Infrastruktur AG,2026-10-19,,EUR,3.5,yearly
28784,XS0733486848,xs0733486848-northumbrian-water-finance-plc-5-125-12-42,Northumbrian Water Finance PLC,2042-01-23,,GBP,5.125,yearly
28785,XS0765299572,xs0765299572-abn-amro-bank-n-v-4-125-12-22,ABN AMRO Bank N.V.,2022-03-28,,EUR,4.125,yearly
28786,XS0835891838,xs0835891838-petrobras-global-finance-b-v-5-375-12-29,Petrobras Global Finance B.V.,2029-10-01,,GBP,5.375,yearly
28787,XS0842078536,xs0842078536-vtb-capital-s-a-6-95-12-22,VTB Capital S.A.,2022-10-17,True,USD,6.95,semiannual
28788,XS0847042024,xs0847042024-turkiye-is-bankasi-a-s-6-12-22,Turkiye Is Bankasi A.S.,2022-10-24,True,USD,6.0,semiannual
28789,XS0858461758,xs0858461758-cosco-finance-2011-ltd-4-12-22,COSCO Finance [2011] Ltd.,2022-12-03,,USD,4.0,semiannual
28790,XS0873675846,xs0873675846-metropolitan-life-global-funding-i-2-875-13-23,Metropolitan Life Global Funding I,2023-01-11,,GBP,2.875,semiannual
28791,XS0875797515,xs0875797515-deutsche-telekom-international-finance-b-v-3-25-13-28,Deutsche Telekom International Finance B.V.,2028-01-17,,EUR,3.25,yearly
28792,XS0910932788,xs0910932788-arcelik-a-s-5-13-23,Arcelik A.S.,2023-04-03,,USD,5.0,semiannual
28793,XS0928618569,xs0928618569-transport-for-london-3-625-13-45,Transport for London,2045-05-15,,GBP,3.625,yearly
28794,XS0968885623,xs0968885623-sbab-bank-ab-publ-2-375-13-20,SBAB Bank AB [publ],2020-09-04,,EUR,2.375,yearly
28795,XS0969572204,xs0969572204-equinor-asa-2-875-13-25,Equinor ASA,2025-09-10,,EUR,2.875,yearly
28796,XS0969741593,xs0969741593-nordic-investment-bank-0-000-13-23,Nordic Investment Bank,2023-09-17,,BRL,,no payments
28797,XS0975634204,xs0975634204-european-investment-bank-eib-3-13-33,European Investment Bank (EIB),2033-10-14,,EUR,3.0,yearly
28798,XS0981808933,xs0981808933-hypo-noe-landesbank-fuer-niederoesterreich-und-wien-ag-1-75-13-20,HYPO NOE Landesbank für Niederösterreich und Wien AG,2020-10-15,,EUR,1.75,yearly
28799,XS0991743401,xs0991743401-prosperous-ray-ltd-4-625-13-23,Prosperous Ray Ltd.,2023-11-12,,USD,4.625,semiannual
28800,XS0992645274,xs0992645274-transnet-soc-ltd-9-5-13-21,Transnet SOC Ltd.,2021-05-13,,ZAR,9.5,semiannual
28801,XS1003016018,xs1003016018-turkiye-is-bankasi-a-s-7-85-13-23,Turkiye Is Bankasi A.S.,2023-12-10,True,USD,7.85,semiannual
28802,XS1028421383,xs1028421383-credit-agricole-s-a-london-branch-3-125-14-26,Credit Agricole S.A. [London Branch],2026-02-05,,EUR,3.125,yearly
28803,XS1028599287,xs1028599287-orange-s-a-5-25,Orange S.A.,,True,EUR,5.25,yearly
28804,XS1046806821,xs1046806821-caisse-d-amortissement-de-la-dette-sociale-3-375-14-24,Caisse d'Amortissement de la Dette Sociale,2024-03-20,,USD,3.375,semiannual
28805,XS1047674947,xs1047674947-brasilien-foederative-republik-2-875-14-21,"Brasilien, Föderative Republik",2021-04-01,,EUR,2.875,yearly
28806,XS1056560920,xs1056560920-pakistan-islamische-republik-8-25-14-24,"Pakistan, Islamische Republik",2024-04-15,,USD,8.25,semiannual
28807,XS1062852253,xs1062852253-mdgh-gmtn-b-v-3-25-14-22,MDGH - GMTN B.V.,2022-04-28,,USD,3.25,semiannual
28808,XS1071713470,xs1071713470-carlsberg-breweries-a-s-2-5-14-24,Carlsberg Breweries A/S,2024-05-28,,EUR,2.5,yearly
28809,XS1076957700,xs1076957700-credit-suisse-group-ag-6-25,Credit Suisse Group AG,,True,USD,6.25,semiannual
28810,XS1083226321,xs1083226321-wm-morrison-supermarkets-plc-4-75-14-29,Wm. Morrison Supermarkets PLC,2029-07-04,,GBP,4.75,semiannual
28811,XS1084961348,xs1084961348-lloyds-bank-plc-1-5-14-24,Lloyds Bank PLC,2024-07-17,,EUR,1.5,quarterly
28812,XS1086084123,xs1086084123-psb-finance-s-a-10-5-14-21,PSB Finance S.A.,2021-07-30,True,USD,10.5,semiannual
28813,XS1105268228,xs1105268228-the-link-finance-cayman-2009-ltd-3-6-14-24,The Link Finance [Cayman] 2009 Ltd.,2024-09-03,,USD,3.6,semiannual
28814,XS1113441080,xs1113441080-thales-s-a-2-125-14-21,THALES S.A.,2021-09-23,,EUR,2.125,yearly
28815,XS1135277140,xs1135277140-shell-international-finance-b-v-1-625-14-27,Shell International Finance B.V.,2027-01-20,,EUR,1.625,yearly
28816,XS1142991626,xs1142991626-the-export-import-bank-of-korea-5-15-14-29,The Export-Import Bank of Korea,2029-11-24,,AUD,5.15,yearly
28817,XS1143041314,xs1143041314-cdbl-funding-1-4-25-14-24,CDBL Funding 1,2024-12-02,,USD,4.25,semiannual
28818,XS1150695192,xs1150695192-volvo-treasury-ab-4-85-14-78,Volvo Treasury AB,2078-03-10,True,EUR,4.85,yearly
28819,XS1151974877,xs1151974877-aethiopien-demokratische-bundesrepublik-6-625-14-24,"Äthiopien, Demokratische Bundesrepublik",2024-12-11,,USD,6.625,semiannual
28820,XS1167203881,xs1167203881-quebec-provinz-0-875-15-25,"Quebec, Provinz",2025-01-15,,EUR,0.875,yearly
28821,XS1167308128,xs1167308128-arcelormittal-s-a-3-125-15-22,ArcelorMittal S.A.,2022-01-14,,EUR,3.125,yearly
28822,XS1172951508,xs1172951508-petroleos-mexicanos-2-75-15-27,Petróleos Mexicanos,2027-04-21,,EUR,2.75,yearly
28823,XS1173867323,xs1173867323-the-goldman-sachs-group-inc-0-839-15-22,The Goldman Sachs Group Inc.,2022-07-26,,EUR,0.8390000000000001,quarterly
28824,XS1190624038,xs1190624038-equinor-asa-1-25-15-27,Equinor ASA,2027-02-17,,EUR,1.25,yearly
28825,XS1190624111,xs1190624111-equinor-asa-0-875-15-23,Equinor ASA,2023-02-17,,EUR,0.875,yearly
28826,XS1190974011,xs1190974011-bp-capital-markets-plc-1-573-15-27,BP Capital Markets PLC,2027-02-16,,EUR,1.5730000000000002,yearly
28827,XS1204254715,xs1204254715-nn-group-n-v-1-15-22,NN Group N.V.,2022-03-18,,EUR,1.0,yearly
28828,XS1216019585,xs1216019585-centrica-plc-5-25-15-75,Centrica PLC,2075-04-10,True,GBP,5.25,semiannual
28829,XS1231153765,xs1231153765-silverback-finance-dac-3-753-15-39,Silverback Finance DAC,2039-05-25,,EUR,3.7529,quarterly
28830,XS1245244402,xs1245244402-oi-brasil-holdings-cooeperatief-u-a-5-625-15-21,Oi Brasil Holdings Coöperatief U.A.,2021-06-22,,EUR,5.625,yearly
28831,XS1261170515,xs1261170515-argentum-netherlands-b-v-5-75-15-50,Argentum Netherlands B.V.,2050-08-15,True,USD,5.75,yearly
28832,XS1273456787,xs1273456787-citigroup-inc-0-875-19-29,Citigroup Inc.,2029-04-03,,EUR,0.875,yearly
28833,XS1280834992,xs1280834992-european-investment-bank-eib-0-5-15-23,European Investment Bank (EIB),2023-11-15,,EUR,0.5,yearly
28834,XS1284557284,xs1284557284-kreditanstalt-fuer-wiederaufbau-1-125-15-20,Kreditanstalt für Wiederaufbau,2020-09-02,,NOK,1.125,yearly
28835,XS1290249686,xs1290249686-landwirtschaftliche-rentenbank-0-21-15-21,Landwirtschaftliche Rentenbank,2021-09-15,,EUR,0.21,yearly
28836,XS1290729208,xs1290729208-telefonica-emisiones-s-a-u-1-477-15-21,Telefonica Emisiones S.A.U.,2021-09-14,,EUR,1.4769999999999999,yearly
28837,XS1291264775,xs1291264775-autobahnen-und-schnellstrassen-finanzierungs-ag-0-625-15-22,Autobahnen- und Schnellstraßen-Finanzierungs-AG,2022-09-15,,EUR,0.625,yearly
28838,XS1292384960,xs1292384960-apple-inc-1-375-15-24,Apple Inc.,2024-01-17,,EUR,1.375,yearly
28839,XS1303791336,xs1303791336-the-agricultural-bank-of-china-hongkong-branch-2-75-15-20,The Agricultural Bank of China [Hongkong Branch],2020-10-20,,USD,2.75,semiannual
28840,XS1308291639,xs1308291639-the-goldman-sachs-group-inc-0-6-16-24,The Goldman Sachs Group Inc.,2024-04-04,,EUR,0.6,yearly
28841,XS1315186921,xs1315186921-international-bank-for-reconstruction-and-development-11-75-15-20,International Bank for Reconstruction and Development,2020-11-04,,BRL,11.75,yearly
28842,XS1317967146,xs1317967146-huarong-finance-ii-co-ltd-3-75-15-20,Huarong Finance II Co. Ltd.,2020-11-19,,USD,3.75,semiannual
28843,XS1324397964,xs1324397964-stadshypotek-ab-0-375-15-21,Stadshypotek AB,2021-02-24,,EUR,0.375,yearly
28844,XS1361290825,xs1361290825-kommunalbanken-as-1-625-16-21,Kommunalbanken AS,2021-02-10,,USD,1.625,semiannual
28845,XS1362373224,xs1362373224-the-goldman-sachs-group-inc-3-16-31,The Goldman Sachs Group Inc.,2031-02-12,,EUR,3.0,yearly
28846,XS1372846003,xs1372846003-ntpc-ltd-4-25-16-26,NTPC Ltd.,2026-02-26,,USD,4.25,semiannual
28847,XS1373293106,xs1373293106-landesbank-hessen-thueringen-girozentrale-0-9-16-24,Landesbank Hessen-Thüringen Girozentrale,2024-03-04,,EUR,0.9,yearly
28848,XS1374751201,xs1374751201-royal-bank-of-canada-0-125-16-21,Royal Bank of Canada,2021-03-11,,EUR,0.125,yearly
28849,XS1375956569,xs1375956569-bp-capital-markets-plc-1-373-16-22,BP Capital Markets PLC,2022-03-03,,EUR,1.3730000000000002,yearly
28850,XS1379779827,xs1379779827-securitas-ab-1-25-16-22,Securitas AB,2022-03-15,,EUR,1.25,yearly
28851,XS1396347566,xs1396347566-libanon-republik-6-65-16-24,"Libanon, Republik",2024-04-22,,USD,6.65,semiannual
28852,XS1396347723,xs1396347723-libanon-republik-7-16-31,"Libanon, Republik",2031-04-22,,USD,7.0,semiannual
28853,XS1401331753,xs1401331753-carrefour-s-a-0-75-16-24,Carrefour S.A.,2024-04-26,,EUR,0.75,yearly
28854,XS1403015156,xs1403015156-unilever-n-v-1-125-16-28,Unilever N.V.,2028-04-29,,EUR,1.125,yearly
28855,XS1405766897,xs1405766897-verizon-communications-inc-0-875-16-25,Verizon Communications Inc.,2025-04-02,,EUR,0.875,yearly
28856,XS1416688890,xs1416688890-merlin-properties-socimi-s-a-2-375-16-22,Merlin Properties SOCIMI S.A.,2022-05-23,,EUR,2.375,yearly
28857,XS1418855455,xs1418855455-ei-sukuk-company-ltd-3-542-16-21,EI Sukuk Company Ltd.,2021-05-31,,USD,3.542,semiannual
28858,XS1423753463,xs1423753463-nibc-bank-n-v-0-625-16-26,NIBC Bank N.V.,2026-06-01,,EUR,0.625,yearly
28859,XS1456422135,xs1456422135-jpmorgan-chase-co-0-625-16-24,JPMorgan Chase & Co.,2024-01-25,,EUR,0.625,yearly
28860,XS1472663670,xs1472663670-barclays-plc-3-25-16-27,Barclays PLC,2027-02-12,,GBP,3.25,yearly
28861,XS1475051162,xs1475051162-bp-capital-markets-plc-1-177-16-23,BP Capital Markets PLC,2023-08-12,,GBP,1.177,semiannual
28862,XS1480538807,xs1480538807-bmw-finance-n-v-2-5-16-20,BMW Finance N.V.,2020-08-24,,AUD,2.5,yearly
28863,XS1490159495,xs1490159495-iho-verwaltungs-gmbh-3-75-16-26,IHO Verwaltungs GmbH,2026-09-15,,EUR,3.75,semiannual
28864,XS1490735740,xs1490735740-international-finance-corp-0-000-16-26,International Finance Corp.,2026-09-23,,TRY,,no payments
28865,XS1500338618,xs1500338618-european-investment-bank-eib-0-5-16-37,European Investment Bank (EIB),2037-11-13,,EUR,0.5,yearly
28866,XS1501167164,xs1501167164-total-s-a-2-708,Total S.A.,,True,EUR,2.708,yearly
28867,XS1512670412,xs1512670412-mobilux-finance-s-a-s-5-5-16-24,Mobilux Finance S.A.S.,2024-11-15,,EUR,5.5,semiannual
28868,XS1517169972,xs1517169972-parts-europe-s-a-4-375-16-22,Parts Europe S.A.,2022-05-01,,EUR,4.375,quarterly
28869,XS1522927752,xs1522927752-cmblemtn-1-ltd-3-25-16-21,CMBLEMTN 1 Ltd.,2021-11-29,,USD,3.25,semiannual
28870,XS1523109350,xs1523109350-chengdu-xingcheng-investment-group-co-ltd-3-25-16-21,Chengdu Xingcheng Investment Group Co. Ltd.,2021-11-29,,USD,3.25,semiannual
28871,XS1531345376,xs1531345376-becton-dickinson-co-1-16-22,"Becton, Dickinson & Co.",2022-12-15,,EUR,1.0,yearly
28872,XS1533923238,xs1533923238-kernel-holding-s-a-8-75-17-22,Kernel Holding S.A.,2022-01-31,,USD,8.75,semiannual
28873,XS1550212416,xs1550212416-landwirtschaftliche-rentenbank-1-125-17-23,Landwirtschaftliche Rentenbank,2023-12-15,,GBP,1.125,yearly
28874,XS1551285007,xs1551285007-phoenix-group-holdings-plc-4-125-17-22,Phoenix Group Holdings PLC,2022-07-20,True,GBP,4.125,yearly
28875,XS1553212025,xs1553212025-china-development-bank-3-375-17-27,China Development Bank,2027-01-24,,USD,3.375,semiannual
28876,XS1554373677,xs1554373677-fresenius-finance-ireland-plc-2-125-17-27,Fresenius Finance Ireland PLC,2027-02-01,,EUR,2.125,yearly
28877,XS1554373834,xs1554373834-fresenius-finance-ireland-plc-3-17-32,Fresenius Finance Ireland PLC,2032-01-30,,EUR,3.0,yearly
28878,XS1557096267,xs1557096267-deutsche-telekom-international-finance-b-v-0-875-17-24,Deutsche Telekom International Finance B.V.,2024-01-30,,EUR,0.875,yearly
28879,XS1558013360,xs1558013360-imperial-brands-finance-plc-1-375-17-25,Imperial Brands Finance PLC,2025-01-27,,EUR,1.375,yearly
28880,XS1560991637,xs1560991637-louis-dreyfus-company-b-v-4-17-22,Louis Dreyfus Company B.V.,2022-02-07,,EUR,4.0,yearly
28881,XS1566187214,xs1566187214-bp-capital-markets-plc-2-03-17-25,BP Capital Markets PLC,2025-02-14,,GBP,2.03,semiannual
28882,XS1566190945,xs1566190945-lettland-republik-2-25-17-47,"Lettland, Republik",2047-02-15,,EUR,2.25,yearly
28883,XS1567439689,xs1567439689-banque-centrale-de-tunisie-5-625-17-24,Banque Centrale de Tunisie,2024-02-17,,EUR,5.625,yearly
28884,XS1572349865,xs1572349865-sse-plc-3-625-17-77,SSE PLC,2077-09-16,True,GBP,3.625,yearly
28885,XS1577950311,xs1577950311-jordanien-haschemitisches-koenigreich-7-375-17-47,"Jordanien, Haschemitisches Königreich",2047-10-10,,USD,7.375,semiannual
28886,XS1577952952,xs1577952952-ukraine-republik-7-375-17-32,"Ukraine, Republik",2032-09-25,,USD,7.375,semiannual
28887,XS1591674459,xs1591674459-westpac-securities-nz-ltd-london-branch-0-25-17-22,Westpac Securities NZ Ltd. [London Branch],2022-04-06,,EUR,0.25,yearly
28888,XS1591779399,xs1591779399-loxam-s-a-s-3-5-17-22,Loxam S.A.S.,2022-04-15,,EUR,3.5,semiannual
28889,XS1592647264,xs1592647264-bupa-finance-plc-2-17-24,BUPA Finance PLC,2024-04-05,,GBP,2.0,semiannual
28890,XS1602312891,xs1602312891-wells-fargo-co-3-25-17-22,Wells Fargo & Co.,2022-04-27,,AUD,3.25,semiannual
28891,XS1605397394,xs1605397394-tuerkiye-cumhuriyeti-ziraat-bankasi-a-s-5-125-17-22,Türkiye Cumhuriyeti Ziraat Bankasi A.S.,2022-05-03,,USD,5.125,semiannual
28892,XS1617128928,xs1617128928-sun-hung-kai-properties-capital-market-ltd-4-45,Sun Hung Kai Properties [Capital Market] Ltd.,,,USD,4.45,semiannual
28893,XS1622421722,xs1622421722-akelius-residential-property-ab-1-75-17-25,Akelius Residential Property AB,2025-02-07,,EUR,1.75,yearly
28894,XS1627602201,xs1627602201-american-international-group-inc-1-875-17-27,American International Group Inc.,2027-06-21,,EUR,1.875,yearly
28895,XS1628340538,xs1628340538-fwd-group-ltd-0-000,FWD Group Ltd.,,True,USD,,semiannual
28896,XS1633845158,xs1633845158-lloyds-banking-group-plc-0-391-17-24,Lloyds Banking Group PLC,2024-06-21,,EUR,0.391,quarterly
28897,XS1633896813,xs1633896813-african-export-import-bank-4-125-17-24,African Export-Import Bank,2024-06-20,,USD,4.125,semiannual
28898,XS1637093508,xs1637093508-compass-group-finance-netherlands-b-v-0-625-17-24,Compass Group Finance Netherlands B.V.,2024-07-03,,EUR,0.625,yearly
28899,XS1665173974,xs1665173974-inter-american-development-bank-5-5-17-21,Inter-American Development Bank,2021-08-23,,INR,5.5,yearly
28900,XS1673620016,xs1673620016-ubs-ag-london-branch-0-125-17-21,UBS AG [London Branch],2021-11-05,,EUR,0.125,yearly
28901,XS1678974525,xs1678974525-sbab-bank-ab-publ-0-25-17-22,SBAB Bank AB [publ],2022-09-07,,EUR,0.25,yearly
28902,XS1684387456,xs1684387456-iqvia-inc-2-875-17-25,IQVIA Inc.,2025-09-15,,EUR,2.875,semiannual
28903,XS1689727920,xs1689727920-sibanye-gold-ltd-1-875-17-23,Sibanye Gold Ltd.,2023-09-26,,USD,1.875,semiannual
28904,XS1690669574,xs1690669574-pko-bank-hipoteczny-s-a-0-75-17-24,PKO Bank Hipoteczny S.A.,2024-08-27,,EUR,0.75,yearly
28905,XS1692488262,xs1692488262-finnvera-plc-1-875-17-20,Finnvera PLC,2020-10-05,,USD,1.875,semiannual
28906,XS1694779734,xs1694779734-northumbrian-water-finance-plc-2-375-17-27,Northumbrian Water Finance PLC,2027-10-05,,GBP,2.375,yearly
28907,XS1706200463,xs1706200463-statnett-sf-1-25-17-30,Statnett SF,2030-04-26,,EUR,1.25,yearly
28908,XS1715303779,xs1715303779-argentinien-republik-5-25-17-28,"Argentinien, Republik",2028-01-15,,EUR,5.25,yearly
28909,XS1718476994,xs1718476994-hsbc-holdings-plc-3-35-17-24,HSBC Holdings PLC,2024-02-16,,AUD,3.35,semiannual
28910,XS1722898431,xs1722898431-ne-property-b-v-1-75-17-24,NE Property B.V.,2024-11-23,,EUR,1.75,yearly
28911,XS1725524471,xs1725524471-eika-boligkreditt-a-s-0-375-17-25,Eika BoligKreditt A.S.,2025-02-26,,EUR,0.375,yearly
28912,XS1726152108,xs1726152108-iberdrola-finanzas-s-a-1-621-17-29,Iberdrola Finanzas S.A.,2029-11-29,,EUR,1.621,yearly
28913,XS1747444245,xs1747444245-bmw-finance-n-v-0-375-18-23,BMW Finance N.V.,2023-07-10,,EUR,0.375,yearly
28914,XS1760115649,xs1760115649-european-investment-bank-eib-7-5-18-23,European Investment Bank (EIB),2023-07-30,,MXN,7.5,yearly
28915,XS1762729538,xs1762729538-citigroup-global-markets-holdings-inc-3-18-24,Citigroup Global Markets Holdings Inc.,2024-06-12,,USD,3.0,yearly
28916,XS1771723167,xs1771723167-mckesson-corp-1-625-18-26,McKesson Corp.,2026-10-30,,EUR,1.625,yearly
28917,XS1777972941,xs1777972941-nigeria-bundesrepublik-7-696-18-38,"Nigeria, Bundesrepublik",2038-02-23,,USD,7.696000000000001,semiannual
28918,XS1783241950,xs1783241950-kreditanstalt-fuer-wiederaufbau-7-75-18-21,Kreditanstalt für Wiederaufbau,2021-03-01,,MXN,7.75,yearly
28919,XS1787517199,xs1787517199-koninklijke-ahold-delhaize-n-v-0-000-18-21,Koninklijke Ahold Delhaize N.V.,2021-03-19,,EUR,,quarterly
28920,XS1788529490,xs1788529490-cppib-capital-inc-1-5-18-33,CPPIB Capital Inc.,2033-03-04,,EUR,1.5,yearly
28921,XS1788605936,xs1788605936-securitas-ab-1-25-18-25,Securitas AB,2025-03-06,,EUR,1.25,yearly
28922,XS1793329225,xs1793329225-cote-d-ivoire-republik-5-25-18-30,"Côte d'Ivoire, Republik",2030-03-22,,EUR,5.25,yearly
28923,XS1794354628,xs1794354628-stora-enso-oyj-2-5-18-28,Stora Enso Oyj,2028-03-21,,EUR,2.5,yearly
28924,XS1796079488,xs1796079488-ing-groep-n-v-2-18-30,ING Groep N.V.,2030-03-22,True,EUR,2.0,yearly
28925,XS1796209010,xs1796209010-the-goldman-sachs-group-inc-2-18-28,The Goldman Sachs Group Inc.,2028-03-22,,EUR,2.0,yearly
28926,XS1799611642,xs1799611642-axa-s-a-3-25-18-49,AXA S.A.,2049-05-28,True,EUR,3.25,yearly
28927,XS1806368897,xs1806368897-scentre-management-ltd-as-trustee-scentre-group-trust-1-re1-ltd-as-trustee-sce-1-75-18-28,Scentre Management Ltd. as Trustee Scentre Group Trust 1/RE1 Ltd. as Trustee Sce,2028-04-11,,EUR,1.75,yearly
28928,XS1811213435,xs1811213435-softbank-group-corp-6-125-18-25,SoftBank Group Corp.,2025-04-20,,USD,6.125,semiannual
