Identifier,ISIN,Issuer,Currency,Coupon,Maturity,Frequency,Special_Coupon_Type
jpmorgan_chase_codl-flr_notes_201717-48-Bond-2048-us46647pal04,US46647PAL04,JPMorgan Chase & Co.,USD,3.964%,11/15/2048,2.0,"fixed coupon now, later variable"
jpmorgan_chase_codl-flr_notes_201919-30-Bond-2030-us46647pbe51,US46647PBE51,JPMorgan Chase & Co.,USD,2.739%,10/15/2030,2.0,"fixed coupon now, later variable"
jpmorgan_chase_codl-notes_201545-Bond-2045-us46625hll23,US46625HLL23,JPMorgan Chase & Co.,USD,4.950%,6/1/2045,2.0,
jpmorgan_chase_codl-flr_notes_202020-41-Bond-2041-us46647pbm77,US46647PBM77,JPMorgan Chase & Co.,USD,3.109%,4/22/2041,2.0,"fixed coupon now, later variable"
jpmorgan_chase_codl-flr_notes_201717-48-Bond-2048-us46647paa49,US46647PAA49,JPMorgan Chase & Co.,USD,4.260%,2/22/2048,2.0,"fixed coupon now, later variable"
jpmorgan_chase_codl-notes_201444-Bond-2044-us46625hju59,US46625HJU59,JPMorgan Chase & Co.,USD,4.850%,2/1/2044,2.0,
jsc_natl_company_kazmunaygasdl-med-t_nts_1747_144a_3c7-Bond-2047-us48667qap00,US48667QAP00,JSC National Company KazMunayGas,,5.750%,4/19/2047,2.0,
8_000-jamaica-Bond-2039-us470160av46,US470160AV46,Jamaica,USD,8.000%,3/15/2039,2.0,
jamaica-_government_of_-Bond-2045-us470160cb63,US470160CB63,Jamaica,USD,7.875%,7/28/2045,2.0,
jefferies_financial_group_inc-Bond-2043-us527288bf07,US527288BF07,Jefferies Financial Group Inc.,USD,6.625%,10/23/2043,2.0,
6_250-jefferies-group-llc-Bond-2036-us472319ac60,US472319AC60,Jefferies Group LLC,USD,6.250%,1/15/2036,2.0,
6_150-jersey-central-power-light-Bond-2037-us476556cx17,US476556CX17,Jersey Central Power & Light Co.,USD,6.150%,6/1/2037,2.0,
jersey_central_power_lightdl-notes_200606-36-Bond-2036-us476556cp82,US476556CP82,Jersey Central Power & Light Co.,USD,6.400%,5/15/2036,2.0,
jersey_central_power_lightdl-nts_200707-37_ambac_144a-Bond-2037-us476556cy99,US476556CY99,Jersey Central Power & Light Co.,USD,6.150%,6/1/2037,2.0,
jetblue_airways_corpdl-certs_201919-3233_claa-Bond-2033-us477143ah41,US477143AH41,Jetblue Airways Corp.,USD,2.750%,11/15/2033,2.0,
johnson_johnsondl-notes_201313-33-Bond-2033-us478160bj28,US478160BJ28,Johnson & Johnson,USD,4.375%,12/5/2033,2.0,
5_950-johnson-johnson-Bond-2037-us478160an49,US478160AN49,Johnson & Johnson,USD,5.950%,8/15/2037,2.0,
johnson_johnsondl-notes_201717-48-Bond-2048-us478160cm48,US478160CM48,Johnson & Johnson,USD,3.500%,1/15/2048,2.0,
4_950-johnson-johnson-Bond-2033-us478160al82,US478160AL82,Johnson & Johnson,USD,4.950%,5/15/2033,2.0,
4_500-johnson-johnson-Bond-2040-us478160av64,US478160AV64,Johnson & Johnson,USD,4.500%,9/1/2040,2.0,
5_850-johnson-johnson-Bond-2038-us478160at19,US478160AT19,Johnson & Johnson,USD,5.850%,7/15/2038,2.0,
johnson_johnsondl-notes_201616-46-Bond-2046-us478160bv55,US478160BV55,Johnson & Johnson,USD,3.700%,3/1/2046,2.0,
4_850-johnson-johnson-Bond-2041-us478160ba19,US478160BA19,Johnson & Johnson,USD,4.850%,5/15/2041,2.0,
johnson_johnsondl-notes_201717-38-Bond-2038-us478160cl64,US478160CL64,Johnson & Johnson,USD,3.400%,1/15/2038,2.0,
johnson_johnsondl-notes_201313-43-Bond-2043-us478160bk90,US478160BK90,Johnson & Johnson,USD,4.500%,12/5/2043,2.0,
johnson_johnsondl-notes_201616-36-Bond-2036-us478160bu72,US478160BU72,Johnson & Johnson,USD,3.550%,3/1/2036,2.0,
6_950-johnson-controls-Bond-2045-us478366af41,US478366AF41,Johnson Controls Inc.,USD,6.950%,12/1/2045,2.0,
johnson_controls_incdl-notes_201414-44-Bond-2044-us478373ad51,US478373AD51,Johnson Controls Inc.,USD,4.625%,7/2/2044,2.0,
5_250-johnson-controls-Bond-2041-us478366bb28,US478366BB28,Johnson Controls Inc.,USD,5.250%,12/1/2041,2.0,
6_000-johnson-controls-Bond-2036-us478366an74,US478366AN74,Johnson Controls Inc.,USD,6.000%,1/15/2036,2.0,
5_700-johnson-controls-Bond-2041-us478366aw73,US478366AW73,Johnson Controls Inc.,USD,5.700%,3/1/2041,2.0,
johnson_controls_incdl-notes_201414-64-Bond-2064-us478373ae35,US478373AE35,Johnson Controls Inc.,USD,4.950%,7/2/2064,2.0,
johnson_controls_internat_plcdl-notes_201717-47-Bond-2047-us478375au25,US478375AU25,Johnson Controls International PLC,USD,4.500%,2/15/2047,2.0,
johnson_controls_internat_plcdl-notes_201616-41-Bond-2041-us478375ak43,US478375AK43,Johnson Controls International PLC,,5.250%,12/1/2041,2.0,
johnson_controls_internat_plcdl-notes_201617-45-Bond-2045-us478375as78,US478375AS78,Johnson Controls International PLC,USD,5.125%,9/14/2045,2.0,
jordanien-_koenigreichdl-notes_201747_regs-Bond-2047-xs1577950311,XS1577950311,"Jordanien, Haschemitisches Königreich",USD,7.375%,10/10/2047,2.0,
5_950-juniper-networks-Bond-2041-us48203rad61,US48203RAD61,Juniper Networks Inc.,USD,5.950%,3/15/2041,2.0,
kla_corp-Bond-2049-us482480ah34,US482480AH34,KLA Corp.,USD,5.000%,3/15/2049,2.0,
kla_corp-Bond-2034-us482480af77,US482480AF77,KLA Corp.,USD,5.650%,11/1/2034,2.0,
kla_corpdl-notes_202020-50-Bond-2050-us482480aj99,US482480AJ99,KLA Corp.,USD,3.300%,3/1/2050,2.0,
kansas_city_southerndl-notes_201818-48-Bond-2048-us485170bb94,US485170BB94,Kansas City Southern,USD,4.700%,5/1/2048,2.0,
kansas_city_southerndl-notes_202020-50-Bond-2050-us485170be34,US485170BE34,Kansas City Southern,USD,3.500%,5/1/2050,2.0,
kansas_city_southerndl-notes_201616-45-Bond-2045-us485170as39,US485170AS39,Kansas City Southern,,4.950%,8/15/2045,2.0,
kansas_city_southerndl-notes_201919-69-Bond-2069-us485170bc77,US485170BC77,Kansas City Southern,USD,4.200%,11/15/2069,2.0,
kansas_city_southrailway_codl-notes_201515-45-Bond-2045-us485188ap16,US485188AP16,Kansas City Southern Railway Co.,USD,4.950%,8/15/2045,2.0,
kasachstan-_republikdl-notes_201545_144a-Bond-2045-us486661ah44,US486661AH44,"Kasachstan, Republik",USD,6.500%,7/21/2045,2.0,
kasachstan-_republikdl-notes_201444_144a-Bond-2044-us486661af87,US486661AF87,"Kasachstan, Republik",USD,4.875%,10/14/2044,2.0,
kasachstan-_republikdl-notes_201444_regs-Bond-2044-xs1120709826,XS1120709826,"Kasachstan, Republik",USD,4.875%,10/14/2044,2.0,
kasachstan-_republikdl-notes_201545_regs-Bond-2045-xs1263139856,XS1263139856,"Kasachstan, Republik",USD,6.500%,7/21/2045,2.0,
kasikornbank_pcl_hk_branchdl-flr_med-tnts_1926-31-Bond-2031-xs2056558088,XS2056558088,Kasikornbank PCL [HongKong Branch],USD,3.343%,10/2/2031,2.0,"fixed coupon now, later variable"
6_400-katar-staat-Bond-2040-xs0468535637,XS0468535637,"Katar, Staat",USD,6.400%,1/20/2040,2.0,
5_750-katar-staat-Bond-2042-xs0615236188,XS0615236188,"Katar, Staat",USD,5.750%,1/20/2042,2.0,
katar-_staatdl-bonds_201646_regs-Bond-2046-xs1405781854,XS1405781854,"Katar, Staat",USD,4.625%,6/2/2046,2.0,
katar-_staatdl-bonds_201848_regs-Bond-2048-xs1807174559,XS1807174559,"Katar, Staat",USD,5.103%,4/23/2048,2.0,
dl-bonds_201919-49_regs-Bond-2049-xs1959337749,XS1959337749,"Katar, Staat",USD,4.817%,3/14/2049,2.0,
katar-_staatdl-bonds_202050_regs-Bond-2050-xs2155352748,XS2155352748,"Katar, Staat",USD,4.400%,4/16/2050,2.0,
6_950-kazakhstan-temir-zholy-finance-bv-Bond-2042-us48667dad66,US48667DAD66,Kazakhstan Temir Zholy Finance B.V.,USD,6.950%,7/10/2042,2.0,
6_950-kazakhstan-temir-zholy-finance-bv-Bond-2042-xs0799658637,XS0799658637,Kazakhstan Temir Zholy Finance B.V.,USD,6.950%,7/10/2042,2.0,
7_450-kellogg-Bond-2031-us487836at55,US487836AT55,Kellogg Co.,USD,7.450%,4/1/2031,2.0,
kellogg_codl-notes_201616-46-Bond-2046-us487836bq08,US487836BQ08,Kellogg Co.,USD,4.500%,4/1/2046,2.0,
kenia-_republikdl-notes_201930-32_144a-Bond-2032-us491798ak03,US491798AK03,"Kenia, Republik",USD,8.000%,5/22/2032,2.0,
kenia-_republikdl-notes_201848_144a-Bond-2048-us491798ah73,US491798AH73,"Kenia, Republik",,8.250%,2/28/2048,2.0,
kenia-_republikdl-notes_201848_regs-Bond-2048-xs1781710626,XS1781710626,"Kenia, Republik",USD,8.250%,2/28/2048,2.0,
kenia-_republikdl-notes_201930-32_regs-Bond-2032-xs1843435766,XS1843435766,"Kenia, Republik",USD,8.000%,5/22/2032,2.0,
7_875-kerr-mcgee-Bond-2031-us492386at42,US492386AT42,Kerr-McGee Corp.,USD,7.875%,9/15/2031,2.0,
keurig_dr_pepper_inc-Bond-2046-us26138eay59,US26138EAY59,Keurig Dr Pepper Inc.,USD,4.420%,12/15/2046,2.0,
7_450-keurig-dr-pepper-Bond-2038-us26138eaj82,US26138EAJ82,Keurig Dr Pepper Inc.,USD,7.450%,5/1/2038,2.0,
keurig_dr_pepper_inc-Bond-2045-us26138eat64,US26138EAT64,Keurig Dr Pepper Inc.,USD,4.500%,11/15/2045,2.0,
keurig_dr_pepper_incdl-notes_201919-38-Bond-2038-us49271vac46,US49271VAC46,Keurig Dr Pepper Inc.,USD,4.985%,5/25/2038,2.0,
keurig_dr_pepper_incdl-notes_201919-48-Bond-2048-us49271vad29,US49271VAD29,Keurig Dr Pepper Inc.,USD,5.085%,5/25/2048,2.0,
keurig_dr_pepper_incdl-notes_202020-50-Bond-2050-us49271vak61,US49271VAK61,Keurig Dr Pepper Inc.,USD,3.800%,5/1/2050,2.0,
5_085-keurig-dr-pepper-Bond-2048-usu56495af83,USU56495AF83,Keurig Dr Pepper Inc.,USD,5.085%,5/25/2048,2.0,additional coupon possible
5_803-keyspan-Bond-2035-us49337waj99,US49337WAJ99,Keyspan Corp.,USD,5.803%,4/1/2035,2.0,
8_000-keyspan-Bond-2030-us49337wac47,US49337WAC47,Keyspan Corp.,USD,8.000%,11/15/2030,2.0,
kimberly-clark_corpdl-notes_201717-47-Bond-2047-us494368bw28,US494368BW28,Kimberly-Clark Corp.,USD,3.900%,5/4/2047,2.0,
kimberly-clark_corpdl-notes_201616-46-Bond-2046-us494368bv45,US494368BV45,Kimberly-Clark Corp.,USD,3.200%,7/30/2046,2.0,
kimberly-clark_corpdl-notes_202020-50-Bond-2050-us494368ca98,US494368CA98,Kimberly-Clark Corp.,USD,2.875%,2/7/2050,2.0,
kimco_realty_corpdl-notes_201616-46-Bond-2046-us49446raq20,US49446RAQ20,Kimco Realty Corp.,USD,4.125%,12/1/2046,2.0,
kimco_realty_corpdl-notes_201515-45-Bond-2045-us49446ram16,US49446RAM16,Kimco Realty Corp.,USD,4.250%,4/1/2045,2.0,
7_500-kinder-morgan-energy-partners-Bond-2040-us28370tad19,US28370TAD19,Kinder Morgan Energy Partners L.P.,USD,7.500%,11/15/2040,2.0,
kinder_morgan_enpartners_lpdl-notes_201414-44-Bond-2044-us494550bu93,US494550BU93,Kinder Morgan Energy Partners L.P.,USD,5.500%,3/1/2044,2.0,
6_375-kinder-morgan-energy-partners-Bond-2041-us494550bh82,US494550BH82,Kinder Morgan Energy Partners L.P.,USD,6.375%,3/1/2041,2.0,
kinder_morgan_enpartners_lpdl-notes_201212-42-Bond-2042-us494550bn50,US494550BN50,Kinder Morgan Energy Partners L.P.,USD,5.000%,8/15/2042,2.0,
6_550-kinder-morgan-energy-partners-Bond-2040-us494550bf27,US494550BF27,Kinder Morgan Energy Partners L.P.,USD,6.550%,9/15/2040,2.0,
5_800-kinder-morgan-energy-partners-Bond-2035-us494550at30,US494550AT30,Kinder Morgan Energy Partners L.P.,USD,5.800%,3/15/2035,2.0,
6_500-kinder-morgan-energy-partners-Bond-2039-us494550bd78,US494550BD78,Kinder Morgan Energy Partners L.P.,USD,6.500%,9/1/2039,2.0,
kinder_morgan_enpartners_lpdl-notes_201414-44-Bond-2044-us494550bw59,US494550BW59,Kinder Morgan Energy Partners L.P.,USD,5.400%,9/1/2044,2.0,
7_750-kinder-morgan-energy-partners-Bond-2032-us494550al04,US494550AL04,Kinder Morgan Energy Partners L.P.,USD,7.750%,3/15/2032,2.0,
kinder_morgan_enpartners_lpdl-notes_201313-43-Bond-2043-us494550bp09,US494550BP09,Kinder Morgan Energy Partners L.P.,USD,5.000%,3/1/2043,2.0,
7_400-kinder-morgan-energy-partners-Bond-2031-us494550aj57,US494550AJ57,Kinder Morgan Energy Partners L.P.,USD,7.400%,3/15/2031,2.0,
6_950-kinder-morgan-energy-partners-Bond-2038-us494550aw68,US494550AW68,Kinder Morgan Energy Partners L.P.,USD,6.950%,1/15/2038,2.0,
6_400-kinder-morgan-finance-company-ulc-Bond-2036-us49455waf32,US49455WAF32,Kinder Morgan Finance Company ULC,USD,6.400%,1/5/2036,2.0,
kinder_morgan_inc-Bond-2045-us49456bah42,US49456BAH42,Kinder Morgan Inc. [Del.],USD,5.550%,6/1/2045,2.0,
kinder_morgan_inc-Bond-2034-us49456bag68,US49456BAG68,Kinder Morgan Inc. [Del.],USD,5.300%,12/1/2034,2.0,
kinder_morgan_inc-Bond-2046-us49456baj08,US49456BAJ08,Kinder Morgan Inc. [Del.],USD,5.050%,2/15/2046,2.0,
kinder_morgan_incdl-notes_201818-48-Bond-2048-us49456baq41,US49456BAQ41,Kinder Morgan Inc. [Del.],USD,5.200%,3/1/2048,2.0,
7_450-kinder-morgan-kansas-Bond-2098-us482620ax92,US482620AX92,Kinder Morgan Kansas Inc.,USD,7.450%,3/1/2098,2.0,
kinross_gold_corpdl-notes_201212-41-Bond-2041-us496902ak39,US496902AK39,Kinross Gold Corp.,USD,6.875%,9/1/2041,2.0,
klabin_austriadl-notes_201919-49_144a-Bond-2049-us49836aab08,US49836AAB08,Klabin Austria GmbH,,7.000%,4/3/2049,2.0,
klabin_austriadl-notes_201919-49_regs-Bond-2049-usa35155ab50,USA35155AB50,Klabin Austria GmbH,USD,7.000%,4/3/2049,2.0,
klabin_austriadl-notes_202020-49_regs_tr2-Bond-2049-usa35155ad17,USA35155AD17,Klabin Austria GmbH,USD,7.000%,4/3/2049,2.0,
kohls_corpdl-notes_201515-45-Bond-2045-us500255av61,US500255AV61,Kohl's Corp.,USD,5.550%,7/17/2045,2.0,
6_875-kohls-Bond-2037-us500255aq76,US500255AQ76,Kohl's Corp.,USD,6.875%,12/15/2037,2.0,
6_000-kohls-Bond-2033-us500255an46,US500255AN46,Kohl's Corp.,USD,6.000%,1/15/2033,2.0,
6_125-kolumbien-republik-Bond-2041-us195325bm66,US195325BM66,"Kolumbien, Republik",USD,6.125%,1/18/2041,2.0,
7_375-kolumbien-republik-Bond-2037-us195325bk01,US195325BK01,"Kolumbien, Republik",USD,7.375%,9/18/2037,2.0,
kolumbien-_republikdl-bonds_201414-44-Bond-2044-us195325br53,US195325BR53,"Kolumbien, Republik",USD,5.625%,2/26/2044,2.0,
10_375-kolumbien-republik-Bond-2033-us195325bb02,US195325BB02,"Kolumbien, Republik",USD,10.375%,1/28/2033,2.0,
kolumbien-_republikdl-bonds_202020-31-Bond-2031-us195325ds19,US195325DS19,"Kolumbien, Republik",USD,3.125%,4/15/2031,2.0,
kolumbien-_republikdl-bonds_201515-45-Bond-2045-us195325cu73,US195325CU73,"Kolumbien, Republik",USD,5.000%,6/15/2045,2.0,
kolumbien-_republikdl-bonds_201919-49-Bond-2049-us195325dq52,US195325DQ52,"Kolumbien, Republik",USD,5.200%,5/15/2049,2.0,
kolumbien-_republikdl-bonds_202020-51-Bond-2051-us195325dt91,US195325DT91,"Kolumbien, Republik",USD,4.125%,5/15/2051,2.0,
dl-flr_capsecs_1323-73_144a-Bond-2073-us50048vaa89,US50048VAA89,Koninklijke KPN N.V.,,7.000%,3/28/2073,2.0,"fixed coupon now, later variable"
8_375-koninklijke-kpn-Bond-2030-us780641ah94,US780641AH94,Koninklijke KPN N.V.,,8.375%,10/1/2030,2.0,
dl-flr_capsecs_1323-73regs-Bond-2073-usn4297bbc74,USN4297BBC74,Koninklijke KPN N.V.,USD,7.000%,3/28/2073,2.0,"fixed coupon now, later variable"
8_375-koninklijke-kpn-Bond-2030-usn7637qac70,USN7637QAC70,Koninklijke KPN N.V.,USD,8.375%,10/1/2030,2.0,
5_000-koninklijke-philips-Bond-2042-us500472ae51,US500472AE51,Koninklijke Philips N.V.,USD,5.000%,3/15/2042,2.0,
6_875-koninklijke-philips-Bond-2038-us500472ac95,US500472AC95,Koninklijke Philips N.V.,USD,6.875%,3/11/2038,2.0,
korea-_republikdl-notes_201848-Bond-2048-us50064fan42,US50064FAN42,"Korea, Republik",USD,3.875%,9/20/2048,2.0,
korea-_republikdl-notes_201444-Bond-2044-us50064fal85,US50064FAL85,"Korea, Republik",USD,4.125%,6/10/2044,2.0,
korean_air_lines_codl-flr_notes_201720-47-Bond-2047-xs1627752519,XS1627752519,Korean Air Co. Ltd.,USD,6.875%,6/12/2047,2.0,"fixed coupon now, later variable"
kraft_heinz_foods_codl-notes_201616-46-Bond-2046-us50077lab27,US50077LAB27,Kraft Heinz Foods Co.,USD,4.375%,6/1/2046,2.0,
kraft_heinz_foods_codl-notes_201616-46_regs-Bond-2046-usu5009laa80,USU5009LAA80,Kraft Heinz Foods Co.,USD,4.375%,6/1/2046,2.0,
kraft_heinz_foods_codl-notes_201919-39_regs-Bond-2039-usu5009lay66,USU5009LAY66,Kraft Heinz Foods Co.,USD,4.625%,10/1/2039,2.0,
kraft_heinz_foods_codl-notes_201919-49_regs-Bond-2049-usu5009laz32,USU5009LAZ32,Kraft Heinz Foods Co.,USD,4.875%,10/1/2049,2.0,
kreditanstalt-fuer-wiederaufbau-Bond-2036-us500769br40,US500769BR40,Kreditanstalt für Wiederaufbau,USD,,4/18/2036,,no interest deduction
kreditanstalt-fuer-wiederaufbau-Bond-2037-us500769ch58,US500769CH58,Kreditanstalt für Wiederaufbau,USD,,6/29/2037,,no interest deduction
6_950-l-brands-Bond-2033-us532716ak37,US532716AK37,L Brands Inc.,,6.950%,3/1/2033,2.0,
7_600-l-brands-Bond-2037-us532716an75,US532716AN75,L Brands Inc.,USD,7.600%,7/15/2037,2.0,
l_brands_incdl-notes_201515-35-Bond-2035-us501797al82,US501797AL82,L Brands Inc.,USD,6.875%,11/1/2035,2.0,
l_brands_incdl-notes_201616-36-Bond-2036-us501797am65,US501797AM65,L Brands Inc.,USD,6.750%,7/1/2036,2.0,
l_brands_incdl-notes_201515-35_regs-Bond-2035-usu51407aa94,USU51407AA94,L Brands Inc.,USD,6.875%,11/1/2035,2.0,additional coupon possible
l3harris_technologies_inc-Bond-2035-us413875as47,US413875AS47,L3Harris Technologies Inc.,USD,4.854%,4/27/2035,2.0,
6_150-l3harris-technologies-Bond-2040-us413875an59,US413875AN59,L3Harris Technologies Inc.,USD,6.150%,12/15/2040,2.0,
l3harris_technologies_inc-Bond-2045-us413875at20,US413875AT20,L3Harris Technologies Inc.,USD,5.054%,4/27/2045,2.0,
lyb_international_finance_bvdl-notes_201313-43-Bond-2043-us50247vab53,US50247VAB53,LYB International Finance B.V.,USD,5.250%,7/15/2043,2.0,
lyb_international_finance_bvdl-notes_201414-44-Bond-2044-us50247vac37,US50247VAC37,LYB International Finance B.V.,USD,4.875%,3/15/2044,2.0,
dl-flr_notes_201727-47-Bond-2047-xs1556395710,XS1556395710,La Mondiale,USD,5.875%,1/26/2047,2.0,"fixed coupon now, later variable"
la_mondialedl-flr_notes_201828-48-Bond-2048-xs1751476679,XS1751476679,La Mondiale,USD,4.800%,1/18/2048,2.0,"fixed coupon now, later variable"
laboratory_corpof_amer_hldgsdl-notes_201515-45-Bond-2045-us50540ras13,US50540RAS13,Laboratory Corp. America Holdings,USD,4.700%,2/1/2045,2.0,
7_125-lafarge-Bond-2036-us505861ac85,US505861AC85,Lafarge S.A.,USD,7.125%,7/15/2036,2.0,
lafargeholcim_finance_us_llcdl-notes_201616-46_144a-Bond-2046-us50587kab70,US50587KAB70,LafargeHolcim Finance US LLC,,4.750%,9/22/2046,2.0,
lafargeholcim_finance_us_llcdl-notes_201616-46_regs-Bond-2046-xs1493854282,XS1493854282,LafargeHolcim Finance US LLC,USD,4.750%,9/22/2046,2.0,
lam_research_corpdl-notes_201919-49-Bond-2049-us512807at55,US512807AT55,Lam Research Corp.,USD,4.875%,3/15/2049,2.0,
lanark_master_issuer_plcdl-flr_mtn_186918-1_1a_144a-Bond-2069-us513770ay34,US513770AY34,Lanark Master Issuer PLC,,0.778%,12/23/2069,4.0,variable coupon
lanark_master_issuer_plcdl-flr_mtn_201921-6919-1_1a1-Bond-2069-us513770bb22,US513770BB22,Lanark Master Issuer PLC,USD,1.128%,12/23/2069,4.0,variable coupon
lanark_master_issuer_plcdl-flr_mtn_1821-69_18-2_1a-Bond-2069-xs1839670293,XS1839670293,Lanark Master Issuer PLC,USD,0.778%,12/23/2069,4.0,variable coupon
lanark_master_issuer_plcdl-flr_mtn_201921-6919-1_1a1-Bond-2069-xs1950916178,XS1950916178,Lanark Master Issuer PLC,USD,1.128%,12/23/2069,4.0,variable coupon
landesbank_baden-wuerttembergdl-0-kpihs_19130633-Bond-2033-de000lb2chf9,DE000LB2CHF9,Landesbank Baden-Württemberg,USD,,6/13/2033,,no interest deduction
landesbank_baden-wuerttembergdl-0-kpihs_19241231-Bond-2031-de000lb2chg7,DE000LB2CHG7,Landesbank Baden-Württemberg,USD,,12/24/2031,,no interest deduction
landesbank_baden-wuerttembergdl-0-kpihs_19130933-Bond-2033-de000lb2che2,DE000LB2CHE2,Landesbank Baden-Württemberg,USD,,9/13/2033,,no interest deduction
lear_corpdl-notes_201919-49-Bond-2049-us521865az81,US521865AZ81,Lear Corp.,USD,5.250%,5/15/2049,2.0,
legg_mason_incdl-notes_201414-44-Bond-2044-us524901ar65,US524901AR65,Legg Mason Inc.,USD,5.625%,1/15/2044,2.0,
5_950-leidos-holdings-Bond-2040-us78390xac56,US78390XAC56,Leidos Holdings Inc.,USD,5.950%,12/1/2040,2.0,
7_125-leidos-Bond-2032-us808626ae53,US808626AE53,Leidos Inc.,USD,7.125%,7/1/2032,2.0,
5_500-leidos-Bond-2033-us808626ag02,US808626AG02,Leidos Inc.,,5.500%,7/1/2033,2.0,
libanon-_republikdl-med-term_nts_201737-Bond-2037-xs1586230309,XS1586230309,"Libanon, Republik",USD,7.250%,3/23/2037,2.0,suspended payment
libanon-_republikdl-med-term_nts_201535-Bond-2035-xs1313654623,XS1313654623,"Libanon, Republik",USD,7.050%,11/2/2035,2.0,
libanon-_republikdl-med-term_nts_201631-Bond-2031-xs1396347723,XS1396347723,"Libanon, Republik",USD,7.000%,4/22/2031,2.0,suspended payment
libanon-_republikdl-medium-term_nts_201732-Bond-2032-xs1586230481,XS1586230481,"Libanon, Republik",USD,7.000%,3/23/2032,2.0,suspended payment
libanon-_republikdl-medium-term_nts_201731-Bond-2031-xs1720805537,XS1720805537,"Libanon, Republik",USD,7.150%,11/20/2031,2.0,suspended payment
libanon-_republikdl-medium-term_nts_201834-Bond-2034-xs1824238072,XS1824238072,"Libanon, Republik",USD,8.250%,5/17/2034,2.0,
libanon-_republikdl-medium-term_nts_201833-Bond-2033-xs1824238239,XS1824238239,"Libanon, Republik",USD,8.200%,5/17/2033,2.0,
libanon-_republikdl-medium-term_nts_201935-Bond-2035-xs2083908132,XS2083908132,"Libanon, Republik",USD,12.000%,7/27/2035,2.0,
lima_metro_line_2_financedl-notes_201534_regs-Bond-2034-usg54897aa45,USG54897AA45,Lima Metro Line 2 Finance Ltd.,USD,5.875%,7/5/2034,4.0,
6_300-lincoln-national-Bond-2037-us534187aw96,US534187AW96,Lincoln National Corp.,USD,6.300%,10/9/2037,2.0,
6_150-lincoln-national-Bond-2036-us534187ar02,US534187AR02,Lincoln National Corp.,USD,6.150%,4/7/2036,2.0,
7_000-lincoln-national-Bond-2040-us534187ba67,US534187BA67,Lincoln National Corp.,USD,7.000%,6/15/2040,2.0,
lincoln_national_corpdl-notes_201818-48-Bond-2048-us534187bg38,US534187BG38,Lincoln National Corp.,USD,4.350%,3/1/2048,2.0,
lloyds_bank_plcdl-zero_med-tnts_201525-45-Bond-2045-xs1246880352,XS1246880352,Lloyds Bank PLC,USD,,6/30/2045,,no interest deduction
lloyds_bank_plcdl-zero_med-tnts_201520-45-Bond-2045-xs1287779034,XS1287779034,Lloyds Bank PLC,USD,,9/18/2045,,no interest deduction
lloyds_bank_plcdl-zero_med-tnts_201624-46-Bond-2046-xs1422940442,XS1422940442,Lloyds Bank PLC,USD,,6/13/2046,,no interest deduction
lloyds_bank_plcdl-zero_med-tnts_201624-46-Bond-2046-xs1350943400,XS1350943400,Lloyds Bank PLC,USD,,2/3/2046,,no interest deduction
lloyds_bank_plcdl-zero_med-tnts_201424-44-Bond-2044-xs1111687767,XS1111687767,Lloyds Bank PLC,USD,,10/3/2044,,no interest deduction
lloyds_bank_plcdl-zero_med-tnts_201424-44-Bond-2044-xs1120552077,XS1120552077,Lloyds Bank PLC,USD,,10/21/2044,,no interest deduction
lloyds_banking_group_plcdl-notes_201545_144a-Bond-2045-us539439aj80,US539439AJ80,Lloyds Banking Group PLC,USD,5.300%,12/1/2045,2.0,
lloyds_banking_group_plcdl-notes_201848-Bond-2048-us53944yae32,US53944YAE32,Lloyds Banking Group PLC,USD,4.344%,1/9/2048,2.0,
lloyds_banking_group_plcdl-notes_201545_regs-Bond-2045-usg5533wbv84,USG5533WBV84,Lloyds Banking Group PLC,USD,5.300%,12/1/2045,2.0,
lockheed_martin_corpdl-notes_201515-36-Bond-2036-us539830bk40,US539830BK40,Lockheed Martin Corp.,USD,4.500%,5/15/2036,2.0,
6_150-lockheed-martin-Bond-2036-us539830ar02,US539830AR02,Lockheed Martin Corp.,USD,6.150%,9/1/2036,2.0,
4_850-lockheed-martin-Bond-2041-us539830az28,US539830AZ28,Lockheed Martin Corp.,USD,4.850%,9/15/2041,2.0,
lockheed_martin_corpdl-notes_201242-Bond-2042-us539830bb41,US539830BB41,Lockheed Martin Corp.,USD,4.070%,12/15/2042,2.0,
