Identifier,Identifier_Status,Name,ISIN,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Borrower,Amount,Floating,Ref_Rate,Margin,Current_Rate
2949,Valid,"Domestic bonds: Administrative buildings directorate, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Administrative buildings directorate,,"21,495,200 UAH",No,,,
2950,Valid,"Domestic bonds: Administrative buildings directorate, 1-B",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Administrative buildings directorate,,"16,830,750 UAH",No,,,
2951,Valid,"Domestic bonds: HOUSING OF THE XXI CENTURY, 1-A (UA102037BA08)",UA102037BA08,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,HOUSING OF THE XXI CENTURY,,"145,562,000 UAH",No,,,
2952,Valid,"International bonds: VimpelCom, 8% 11feb2010, USD (XS0212255763)",XS0212255763,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,,VimpelCom,"300,000,000 USD",No,,,8%
2953,Valid,"International bonds: VTB Capital, 4.375% 30jun2008, USD (XS0171288250)",XS0171288250,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,,VTB Capital,"150,000,000 USD",No,,,4.38%
2954,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,Valid,"Domestic bonds: NPO Saturn, 01 (4-01-50001-A, RU000A0D0W03)",RU000A0D0W03,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,NPO Saturn,,"1,500,000,000 RUB",No,,,10.50%
2959,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,Valid,"Domestic bonds: Russia, 46017 (46017RMFS, RU000A0DY8K8, ОФЗ 46017)",RU000A0DY8K8,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"80,000,000,000 RUB",No,,,6%
2961,Valid,"International bonds: BTA bank, 8.5% 10feb2015, USD (XS0211873053)",XS0211873053,early redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,TuranAlem Finance B.V.,BTA bank,"350,000,000 USD",No,,,8.50%
2962,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,Valid,"Domestic bonds: Bank of Russia, 02 (4-02-30BR0-4, RU000A0DZL92)",RU000A0DZL92,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Bank of Russia,,"100,000,000,000 RUB",No,,,0%
2974,Valid,"Domestic bonds: Bank of Russia, 03 (4-03-30BR0-4, RU000A0D1JF3)",RU000A0D1JF3,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Bank of Russia,,"100,000,000,000 RUB",No,,,0%
2975,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,Valid,"Domestic bonds: NURON SAVDO, 21% 15feb2007, UZS (2) (Q0589-2)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,NURON SAVDO,,"700,000,000 UZS",No,,,
2977,Valid,"Domestic bonds: Tezintom, 24% 23jan2007, UZS (2) (P0660-2)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Tezintom,,"80,000,000 UZS",No,,,
2978,Valid,"Domestic bonds: Uzmedkotton, FRN 08nov2005, UZS (2) (P0643-2)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Uzmedkotton,,"200,000,000 UZS",Yes,Refinancing Rate of the Central Bank of Uzbekistan,5,
2979,Valid,"Domestic bonds: Kostroma region, 31004 (RU31004KOS0, RU000A0D0HA0)",RU000A0D0HA0,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Kostroma region,,"800,000,000 RUB",No,,,11%
2980,Valid,"International bonds: MTS Bank, 8.625% 3mar2008, USD (XS0213821753)",XS0213821753,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Dresdner Bank AG,MTS Bank,"150,000,000 USD",No,,,8.63%
2981,Valid,"Domestic bonds: Inform-service-leasing, 05 (4-05-01780-P, RU000A0DXZT7)",RU000A0DXZT7,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Inform-service-leasing,,"19,000,000 RUB",No,,,
2982,Valid,"Domestic bonds: Midland Capital Management, 01 (4-01-09631-A, RU000A0D1H27)",RU000A0D1H27,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Midland Capital Management,,"530,000,000 RUB",No,,,12.50%
2983,Valid,"Domestic bonds: Tanner LTD, FRN 31dec2007, UZS (1) (P0749)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Tanner LTD,,"360,000,000 UZS",Yes,Refinancing Rate of the Central Bank of Uzbekistan,8,
2984,Valid,"Domestic bonds: Qogoz Savdo, 22% 15dec2006, UZS (1) (P0744)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Qogoz Savdo,,"700,000,000 UZS",No,,,
2985,Valid,"Domestic bonds: Nigsa, FRN 25nov2007, UZS (2) (P0709-2)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Nigsa,,"1,000,000,000 UZS",Yes,Refinancing Rate of the Central Bank of Uzbekistan,7,
2986,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,Valid,"Domestic bonds: Agrofarm, 1-A (UA4000055446)",UA4000055446,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Agrofarm,,"2,000,000 UAH",No,,,13%
2988,Valid,"Domestic bonds: Tekhnomarket-Alladin, 1-A (UA102084AA01)",UA102084AA01,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Tekhnomarket-Alladin,,"10,000,000 UAH",No,,,7%
2989,Valid,"Domestic bonds: Slavutich, 2-A (UA102055AA06)",UA102055AA06,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Slavutich,,"7,500,000 UAH",No,,,23%
2990,Valid,"Domestic bonds: Irpensky Dim, 1-B (UA4000056121)",UA4000056121,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Irpensky Dim,,"2,000,000 UAH",No,,,10.50%
2991,Valid,"Domestic bonds: Agrocomplect, 1-A",,cancelled,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Agrocomplect,,"2,000,000 UAH",No,,,
2992,Valid,"Domestic bonds: Reesta, 1-A",,cancelled,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Reesta,,"2,000,000 UAH",No,,,
2993,Valid,"Domestic bonds: Touz, Goloborodko i Partneri, 1-A",,cancelled,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,"Touz, Goloborodko i Partneri",,"2,000,000 UAH",No,,,
2994,Valid,"Domestic bonds: Naturopreparat, 1-A",,cancelled,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Naturopreparat,,"2,000,000 UAH",No,,,
2995,Valid,"Domestic bonds: Elsut Cotton Production, FRN 14nov2006, UZS (1) (P0738)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Elsut Cotton Production,,"150,000,000 UZS",Yes,Refinancing Rate of the Central Bank of Uzbekistan,8,
2996,Valid,"Domestic bonds: UNIFAM CO LTD, 26% 01mar2008, UZS (1) (P0756)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,UNIFAM CO LTD,,"300,000,000 UZS",No,,,
2997,Valid,"Domestic bonds: Elekon Servis, FRN 09oct2007, UZS (1) (P0728)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Elekon Servis,,"500,000,000 UZS",Yes,Refinancing Rate of the Central Bank of Uzbekistan,6,
2998,Valid,"Domestic bonds: Polifleks, FRN 17aug2007, UZS (1) (P0720)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Polifleks,,"1,000,000,000 UZS",Yes,Refinancing Rate of the Central Bank of Uzbekistan,8,
2999,Valid,"Domestic bonds: Natur+, 1-A (30/2/05, UA4000055412)",UA4000055412,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Natur+,,"2,000,000 UAH",No,,,13%
3000,Valid,"Domestic bonds: Borschagovski HFZ, 1-A (31/2/05, UA4000055230)",UA4000055230,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Borschagovski HFZ,,"19,000,000 UAH",No,,,24%
3001,Valid,"Domestic bonds: Peresvet Invest, 01 (4-01-13210-H, RU000A0D0965)",RU000A0D0965,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Peresvet Invest,,"200,000,000 RUB",No,,,17.50%
3002,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-A1",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"692,806 UAH",No,,,
3003,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-A2",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"1,962,951 UAH",No,,,
3004,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-B1",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"176,285 UAH",No,,,
3005,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-B2",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"1,410,286 UAH",No,,,
3006,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-C",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"993,096 UAH",No,,,
3007,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-D",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"631,974 UAH",No,,,
3008,Valid,"Domestic bonds: Harkovzhilstroi 1, 1-E",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Harkovzhilstroi 1,,"952,101 UAH",No,,,
3009,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,Valid,"Domestic bonds: Ukrainskoie siryo, 1-A",,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Ukrainskoie siryo,,"10,000,000 UAH",No,,,21%
3011,Valid,"Domestic bonds: Ukrinforservice, 1-A (UA4000022198)",UA4000022198,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Ukrinforservice,,"26,000,000 UAH",No,,,
3012,Valid,"Domestic bonds: Dneprzhilstroy, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Dneprzhilstroy,,"17,450,000 UAH",No,,,
3013,Valid,"Domestic bonds: Zhiliyo kievlyanam, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Zhiliyo kievlyanam,,"3,770,000 UAH",No,,,
