Identifier,Identifier_Status,Name,ISIN,Ticker,Country,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Conversion_Terms,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Issuer_ID,SPV_Issuer,SPV_Issuer_ID,Borrower,Borrower_ID,Amount,Floating,Ref_Rate,Margin,Current_Rate,Listing,Integral_Multiple,Nominal,Nominal_Intl_Bonds,Min_Settlement_Amt,Outstanding_Principal_Amt,Amt,Amt_Outstanding,Oustanding_Face_Val_Amt
250145,Valid,"International bonds: Hertz, 5.5% 15oct2024, USD (USU42804AP61, U42804AP6)",USU42804AP61,HTZ 5.5 10/15/24 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Hertz,39497,"800,000,000 USD",No,,,5.50%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","800,000,000 USD",,"800,000,000 USD"
250923,Valid,"Domestic bonds: XSystem, 10% 31mar2019, PLN (F, FA, FB) (PLXSTEM00066)",PLXSTEM00066,XSMPW 10 03/31/19 F,Poland,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,XSystem,62925,,,,,"1,174,000 PLN",No,,,10%,"Warsaw Stock Exchange, XSM0319; BondSpot, XSM0319",,"1,000 PLN",,,0 PLN,"1,174,000 PLN","1,174,000 PLN",
251981,Valid,"International bonds: Latam Airlines, 4.5% 15nov2023, USD (ABS) (US51817UAB52, 51817UAB5)",US51817UAB52,LATAIR 4.5 11/15/23,Chile,outstanding,Coupon bonds,4 time(s) per year,No,Yes,No,No,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,Latam Airlines,34703,"167,006,870 USD",No,,,4.50%,,"1,000 USD",,"1,000 USD","1,000 USD",586.262 USD,"167,006,870 USD",,"97,909,781.6199 USD"
252003,Valid,"Domestic bonds: Dewan Housing Finance Corporation, 12.05% perp., INR (INE202B08769)",INE202B08769,DEWHIN 0 PERP 69,India,outstanding,Coupon bonds,12 time(s) per year,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dewan Housing Finance Corporation,70739,,,,,"30,000,000 INR",No,,,12.05%,,"1,000,000 INR","1,000,000 INR",,,"1,000,000 INR","30,000,000 INR",,"30,000,000 INR"
252087,Valid,"Domestic bonds: Dewan Housing Finance Corporation, 12.05% perp., INR (INE202B08736)",INE202B08736,DEWHIN 12.05 PERP 4F,India,outstanding,Coupon bonds,12 time(s) per year,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dewan Housing Finance Corporation,70739,,,,,"33,000,000 INR",No,,,12.05%,,"1,000,000 INR","1,000,000 INR",,,"1,000,000 INR","33,000,000 INR",,"33,000,000 INR"
252165,Valid,"Domestic bonds: Dewan Housing Finance Corporation, 12.05% perp., INR (INE202B08702)",INE202B08702,DEWHIN 12.05 PERP 4C,India,outstanding,Coupon bonds,12 time(s) per year,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dewan Housing Finance Corporation,70739,,,,,"12,000,000 INR",No,,,12.05%,,"1,000,000 INR","1,000,000 INR",,,"1,000,000 INR","12,000,000 INR",,"12,000,000 INR"
252491,Valid,"International bonds: O1 Properties, 8.25% 27sep2021, USD (XS1495585355, M9887VAA4, O1-21)",XS1495585355,OPRORU 8.25 09/27/21 REGS,Russia,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,O1 Properties Finance,147903,O1 Properties,31505,"350,000,000 USD",No,,,8.25%,Irish S.E.,"1,000 USD",,"1,000 USD","200,000 USD","200,000 USD","350,000,000 USD",,"350,000,000 USD"
253147,Valid,"International bonds: TRU Taj, 12% 15aug2021, USD (USU55297AA07, U55297AA0)",USU55297AA07,TOY 12 08/15/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,TRU Taj,73659,"582,749,000 USD",No,,,12%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","582,749,000 USD",,"582,749,000 USD"
253909,Valid,"International bonds: Atlas Resource Partners, 7.75% 15jan2021, USD (US049296AC06, 049296AC0)",US049296AC06,ARP 7.75 01/15/21,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Atlas Resource Partners,41927,"375,000,000 USD",No,,,7.75%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"375,000,000 USD",0 USD,
253933,Valid,"International bonds: LSC Communications, 8.75% 15oct2023, USD (USU54634AA51, U54634AA5)",USU54634AA51,LKSD 8.75 10/15/23 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,LSC Communications,74003,"450,000,000 USD",No,,,8.75%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","450,000,000 USD",,"450,000,000 USD"
253967,Valid,"Domestic bonds: Sichuan Coal Industry Group, 5.94% 15may2017, CNY (1282153, CND100005701)",CND100005701,SICOAL 5.94 05/15/17 MTN,China,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Sichuan Coal Industry Group,73855,,,,,"500,000,000 CNY",No,,,1.50%,,100 CNY,100 CNY,,,100 CNY,"500,000,000 CNY",,
255781,Valid,"International bonds: Egalet Corporation, 13% 20mar2020, USD (USU2792PAA76, U2792PAA7)",USU2792PAA76,ZCOR 13 03/20/20 REGS,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Egalet Corporation,47851,"80,000,000 USD",No,,,13%,,"1,000 USD",,"1,000 USD","50,000 USD","50,000 USD","80,000,000 USD",,
256233,Valid,"International bonds: Otkritie Bank, 4.5% 11nov2019, USD (XS1503160571, OFCB-19_3)",XS1503160571,NMOSRM 4.5 11/11/19,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,OFCB Capital PLC,12506,Otkritie Bank,,"400,000,000 USD",No,,,4.50%,Irish S.E. (Third level),"1,000 USD",,"1,000 USD","200,000 USD",0 USD,"400,000,000 USD","81,441,000 USD",
257229,Valid,"International bonds: Virgin Australia Holdings, 7.875% 15oct2021, USD (USQ94606AG79, Q94606AG7)",USQ94606AG79,VAHAU 7.875 10/15/21 REGS,Australia,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Virgin Australia Holdings,42927,"350,000,000 USD",No,,,7.88%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","350,000,000 USD",,"350,000,000 USD"
257509,Valid,"International bonds: MTGA, 7.875% 15oct2024, USD (USU60734AG28, U60734AG2)",USU60734AG28,MOHEGN 7.875 10/15/24 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,MTGA,51539,"500,000,000 USD",No,,,7.88%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","500,000,000 USD",,"500,000,000 USD"
259335,Valid,"International bonds: China Energy Reserve and Chemicals, 5.55% 14apr2021, USD (XS1376566714)",XS1376566714,CERCG 5.55 04/14/21,China,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,China Energy Reserve and Chemicals,49133,"400,000,000 USD",No,,,5.55%,Hong Kong S.E.,"1,000 USD",,"1,000 USD","200,000 USD","200,000 USD","400,000,000 USD",,"400,000,000 USD"
261005,Valid,"Domestic bonds: Cloud Peak Energy Resources, 12% 1nov2021, USD (US18911XAB38, 18911XAB3)",US18911XAB38,CLD 12 11/01/21,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Cloud Peak Energy Resources,36907,,,,,"290,366,000 USD",No,,,12%,NYSE,"1,000 USD","1,000 USD",,,"1,000 USD","290,366,000 USD","262,396,000 USD","262,396,000 USD"
261461,Valid,"Domestic bonds: Lehman Brothers Holdings, 5.75% 3jan2017, USD (US524908UB47, 524908UB4)",US524908UB47,LEH 5.75 01/03/17,USA,redemption default,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Lehman Brothers Holdings,813,,,,,"1,250,000,000 USD",No,,,5.75%,,"1,000 USD","1,000 USD",,,"1,000 USD","1,250,000,000 USD",,
262301,Valid,"Domestic bonds: China City Construction Holding Group, 5.55% 17dec2017, CNY (1282542, CND100006329)",CND100006329,CHICIT 5.55 12/17/17 MTN,China,redeemed,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,China City Construction Holding Group,75679,,,,,"1,000,000,000 CNY",No,,,5.55%,,100 CNY,100 CNY,,,0 CNY,"1,000,000,000 CNY",0 CNY,
263229,Valid,"Domestic bonds: KTG Agrar SE, 7.25% 15oct2019, EUR (DE000A11QGQ1)",DE000A11QGQ1,KTGGR 7.25 10/15/19,Germany,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,KTG Agrar SE,46257,,,,,"25,000,000 EUR",No,,,7.25%,,"1,000 EUR","1,000 EUR",,,,"25,000,000 EUR",,
263385,Valid,"Domestic bonds: Tiphone Mobile Indonesia, 10.65% 14oct2021, IDR (TELE01CCN2, IDA0000766C4)",IDA0000766C4,TELEIJ 10.65 10/14/21 OB,Indonesia,outstanding,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Tiphone Mobile Indonesia,68107,,,,,"110,000,000,000 IDR",No,,,10.65%,"Indonesia SE, TELE01CCN2","1,000 IDR","1,000 IDR",,,"1,000 IDR","110,000,000,000 IDR",,"110,000,000,000 IDR"
263543,Valid,"International bonds: PDVSA, 8.5% 27oct2020, USD (USP7807HAV70, P7807HAV7)",USP7807HAV70,PDVSA 8.5 10/27/20 REGS,Venezuela,outstanding,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,PDVSA,12638,"3,367,529,000 USD",No,,,8.50%,,"1,000 USD",,"1,000 USD","150,000 USD","37,500 USD","3,367,529,000 USD",,"841,882,250 USD"
264061,Valid,"Domestic bonds: Dandong Port Group, 5.67% 13mar2018, CNY (1382088, CND100006F66)",CND100006F66,DANPOR 5.67 03/13/18 MTN,China,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dandong Port Group,75929,,,,,"900,000,000 CNY",No,,,5.67%,,100 CNY,100 CNY,,,100 CNY,"900,000,000 CNY",,
264113,Valid,"Domestic bonds: Evergreen Holding Group, 7.78% 24apr2018, CNY (1280120, CND100005727)",CND100005727,EVHOGR 7.78 04/24/18 INBK,China,redeemed,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Evergreen Holding Group,76017,,,,,"540,000,000 CNY",No,,,7.78%,"Shanghai S.E., 122683",100 CNY,100 CNY,,,0 CNY,"540,000,000 CNY",,
265861,Valid,"International bonds: Tatfondbank, 8.5% 12nov2019, USD (XS1512658805)",XS1512658805,TATFON 8.5 11/12/19 .,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,TFB Finance Limited,12771,Tatfondbank,233,"60,000,000 USD",No,,,8.50%,"Irish S.E., XS1512658805 (Third level)","1,000 USD",,"1,000 USD","200,000 USD",0 USD,"60,000,000 USD",0 USD,
266687,Valid,"Domestic bonds: Primorsk Shipping Corporation, FRN 15may2016, USD (NO0010354202)",NO0010354202,PRIMOR 0 05/15/16 *,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Primorsk Shipping Corporation,3776,Primorsk International Shipping Ltd,29731,,,"15,200,000 USD",Yes,3M LIBOR USD,3.6,,,"100,000 USD","100,000 USD",,,"100,000 USD","15,200,000 USD",,
266693,Valid,"Domestic bonds: Remedial Cyprus, FRN 28mar2012, USD (NO0010360340)",NO0010360340,ROFF 0 03/28/12,Cyprus,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Remedial Cyprus,77065,,,,,"210,000,000 USD",Yes,3M LIBOR USD,5.25,,,"100,000 USD","100,000 USD",,,"100,000 USD","210,000,000 USD",,
267061,Valid,"Domestic bonds: Equinox Offshore Accommodation, 15% 15jul2014, USD (NO0010622525)",NO0010622525,EQUINO 15 07/15/14,Singapore,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Equinox Offshore Accommodation,77137,EOAL Cyprus Holdings,77139,,,"90,200,000 USD",No,,,15%,,1 USD,"100,000 USD",,,"100,000 USD","90,200,000 USD",,
267065,Valid,"Domestic bonds: Equinox Offshore Accommodation, 20% 22jun2013, USD (NO0010655517)",NO0010655517,EQUINO 20 06/22/13 .,Singapore,redemption default,Interest at Maturity,,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Equinox Offshore Accommodation,77137,EOAL Cyprus Holdings,77139,,,"5,116,664 USD",No,,,20%,,1 USD,1 USD,,,1 USD,"5,116,664 USD","3,399,700 USD",
267067,Valid,"International bonds: Springvale Holdings, FRN 7sep2009, USD (XS0267174422)",XS0267174422,SPVALE 0 09/07/09,Cyprus,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Springvale Holdings,77133,"60,000,000 USD",Yes,12m LIBOR USD,6,9.18%,,"1,000,000 USD",,"1,000,000 USD","1,000,000 USD","1,000,000 USD","60,000,000 USD",,
267075,Valid,"International bonds: Amer Reefer, 10.25% 1mar2008, USD (US023516AB30, 023516AB3)",US023516AB30,AMEREE 10.25 03/01/08 A,Cyprus,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,Amer Reefer,77131,"100,000,000 USD",No,,,10.25%,,"1,000 USD",,"1,000 USD","1,000 USD","1,000 USD","100,000,000 USD",,
267113,Valid,"Domestic bonds: Eurocent, 8.5% 15sep2018, PLN (F) (PLERCNT00078)",PLERCNT00078,ERCPW 8.5 09/15/18 F,Poland,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Eurocent,28885,,,,,"2,309,600 PLN",No,,,8.50%,"BondSpot, ERC0918; Warsaw Stock Exchange, ERC0918",100 PLN,100 PLN,,,100 PLN,"2,309,600 PLN",,
269683,Valid,"Domestic bonds: Whiting Petroleum, 1.25% 1apr2020, USD (Conv.) (US966387AL67, 966387AL6)",US966387AL67,WLL 1.25 04/01/20,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,Yes,"ticker WLL US, initial premium 30, convertible until 01.04.2020",No,No,No,No,No,No,No,No,No,No,No,No,No,Whiting Petroleum,42859,,,,,"1,250,000,000 USD",No,,,1.25%,,"1,000 USD","1,000 USD",,,,"1,250,000,000 USD","262,075,000 USD",
270179,Valid,"International bonds: Perstorp, 8.5% 30jun2021, USD (USW64150AE07, W64150AE0)",USW64150AE07,PERHOL 8.5 06/30/21 REGS,Sweden,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Perstorp,38145,"275,000,000 USD",No,,,8.50%,,"1,000 USD",,"1,000 USD","200,000 USD",0 USD,"275,000,000 USD","220,000,000 USD",
270189,Valid,"International bonds: Weatherford International Ltd., 9.875% 15feb2024, USD (USG9508CAA20, G9508CAA2)",USG9508CAA20,WFTLF 9.875 02/15/24 REGS,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Weatherford International Ltd.,33339,"790,000,000 USD",No,,,9.88%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"790,000,000 USD","298,000 USD",
270757,Valid,"Domestic bonds: Sintex Industries, 10.7% 11jun2021, INR (INE429C07040)",INE429C07040,SINTIN 10.7 06/11/21,India,outstanding,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Sintex Industries,66129,,,,,"2,250,000,000 INR",No,,,10.70%,,"1,000,000 INR","1,000,000 INR",,,"1,000,000 INR","2,250,000,000 INR",,"2,250,000,000 INR"
271037,Valid,"Domestic bonds: PromSvyazCapital, BO-P01 (4B02-01-44790-H-001P, RU000A0JX017, ПСКап БП1)",RU000A0JX017,PRSVCA 12 11/13/26 BOP1,Russia,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,PromSvyazCapital,9003,,,,,"10,000,000,000 RUB",Yes,Bank of Russia Key Rate,2,,"Moscow Exchange, RU000A0JX017 (Delisting, 08/24/2018)",,"1,000 RUB",,,"1,000 RUB","10,000,000,000 RUB",,"10,000,000,000 RUB"
271287,Valid,"International bonds: China Energy Reserve and Chemicals, 6.25% 25nov2019, USD (XS1524892939)",XS1524892939,CERCG 6.25 11/25/19,China,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,China Energy Reserve and Chemicals,49133,"265,000,000 USD",No,,,6.25%,"SGX, 61WB","1,000 USD",,"1,000 USD","200,000 USD",0 USD,"265,000,000 USD",,
272101,Valid,"International bonds: EP Energy, 8% 29nov2024, USD (USU2937LAC82, U2937LAC8)",USU2937LAC82,EPENEG 8 11/29/24 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,EP Energy,64893,"500,000,000 USD",No,,,8%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","500,000,000 USD",,"500,000,000 USD"
272229,Valid,"Domestic bonds: OAS, FRN 29oct2018, BRL (OAEP11, BROASPDBS008)",BROASPDBS008,OASSBZ 0 10/29/18 11,Brazil,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,OAS,25023,,,,,"400,000,000 BRL",Yes,Brazil Interbank Deposit Rate (DI),3.25,,,"1,000,000 BRL","1,000,000 BRL",,,"1,000,000 BRL","400,000,000 BRL","200,000,800 BRL",
272231,Valid,"Domestic bonds: OAS, 9.47% 21jul2024, BRL (OAEP18, BROASPDBS073)",BROASPDBS073,OASSBZ 9.47 07/21/24 18,Brazil,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,OAS,25023,,,,,"347,350,000 BRL",No,,,9.47%,,"10,000 BRL","10,000 BRL",,,"10,000 BRL","347,350,000 BRL",,
272233,Valid,"Domestic bonds: OAS, 9.47% 21jul2024, BRL (OAEP28, BROASPDBS081)",BROASPDBS081,OASSBZ 9.47 10/21/24 28,Brazil,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,OAS,25023,,,,,"347,350,000 BRL",No,,,9.47%,,"10,000 BRL","10,000 BRL",,,"10,000 BRL","347,350,000 BRL",,"347,350,000 BRL"
272519,Valid,"International bonds: iHeartCommunications, 9% 15dec2019, USD (USU18285AH69, U18285AH6)",USU18285AH69,IHRT 9 12/15/19 REGS,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,iHeartCommunications,33685,"1,999,815,000 USD",No,,,9%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"1,999,815,000 USD","461,660,000 USD",
273351,Valid,"International bonds: REXLot, 6% 28feb2017, HKD (XS0683220650)",XS0683220650,REXLOT 6 04/28/17,China,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,REXLot,43451,"1,393,700,000 HKD",No,,,6%,SGX,"100,000 HKD",,"100,000 HKD","100,000 HKD","100,000 HKD","1,393,700,000 HKD","255,729,730 HKD",
273837,Valid,"International bonds: Venezuela, 9.25% 15sep2027, USD (XS0139523293)",XS0139523293,REPVEN 9.25 09/15/27 2027,Venezuela,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Venezuela,422,"100,000,000 USD",No,,,9.25%,,"1,000 USD",,"100,000 USD","100,000 USD","100,000 USD","100,000,000 USD",,"100,000,000 USD"
273841,Valid,"International bonds: Venezuela, 9.25% 15sep2027, USD (XS0152904552)",XS0152904552,REPVEN 9.25 09/15/27,Venezuela,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Venezuela,422,"83,700,000 USD",No,,,9.25%,,"1,000 USD",,"100,000 USD","100,000 USD","100,000 USD","83,700,000 USD",,"83,700,000 USD"
275207,Valid,"International bonds: Pacific Gas &amp; Electric, 4% 1dec2046, USD (US694308HR19, 694308HR1)",US694308HR19,PCG 4 12/01/46,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,,Pacific Gas &amp; Electric,33997,"600,000,000 USD",No,,,4%,NYSE,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","600,000,000 USD",,"600,000,000 USD"
276655,Valid,"International bonds: Pescanova, 8.75% 17feb2019, EUR (XS0746573897)",XS0746573897,PVASM 8.75 02/17/19 PVA,Spain,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Pescanova,35297,"160,000,000 EUR",No,,,8.75%,Luxembourg S.E.,"100,000 EUR",,"100,000 EUR","100,000 EUR","100,000 EUR","160,000,000 EUR",,
276927,Valid,"Domestic bonds: Source Energy Services Canada, 10.5% 15dec2021, CAD (CA83615WAA05, 83615WAA0)",CA83615WAA05,SANDCN 10.5 12/15/21,Canada,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Source Energy Services Canada,79209,,,,,"180,000,000 CAD",No,,,10.50%,,"1,000 CAD","1,000 CAD",,,"1,000 CAD","180,000,000 CAD","157,710,000 CAD","157,710,000 CAD"
276991,Valid,"International bonds: Pyxus International, 8.5% 15apr2021, USD (USU0187PAH92, U0187PAH9)",USU0187PAH92,PYX 8.5 04/15/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Pyxus International,44125,"275,000,000 USD",No,,,8.50%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","275,000,000 USD",,"275,000,000 USD"
277029,Valid,"International bonds: Venezuela, 9.25% 7may2028, USD (XS0536739617)",XS0536739617,REPVEN 9.25 05/07/28 EMTN,Venezuela,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Venezuela,422,"271,400,000 USD",No,,,9.25%,,"100,000 USD",,"100,000 USD","100,000 USD","100,000 USD","271,400,000 USD",,"271,400,000 USD"
277585,Valid,"International bonds: Thomas Cook Group, 6.25% 15jun2022, EUR (XS1531306717)",XS1531306717,TCGLN 6.25 06/15/22 REGS,United Kingdom,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Thomas Cook Group,33165,"750,000,000 EUR",No,,,6.25%,Irish S.E.,"1,000 EUR",,"1,000 EUR","100,000 EUR","100,000 EUR","750,000,000 EUR",,"750,000,000 EUR"
277863,Valid,"Domestic bonds: Huasheng Jiangquan Group, 8.4% 12mar2019, CNY (1280038, CND100004ZV2)",CND100004ZV2,HSJQGZ 8.4 03/12/19 INBK,China,redeemed,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Huasheng Jiangquan Group,71213,,,,,"800,000,000 CNY",No,,,8.40%,"Shanghai S.E., 122729","10,000 CNY",100 CNY,,,0 CNY,"800,000,000 CNY",,
278565,Valid,"International bonds: CBL &amp; Associates Limited Partnership, 5.95% 15dec2026, USD (US12505JAD54, 12505JAD5)",US12505JAD54,CBL 5.95 12/15/26,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,CBL &amp; Associates Limited Partnership,79333,"625,000,000 USD",No,,,5.95%,NYSE,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","625,000,000 USD",,"625,000,000 USD"
278633,Valid,"International bonds: Chesapeake Energy, 8% 15jan2025, USD (USU16450AU99, U16450AU9)",USU16450AU99,CHK 8 01/15/25 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Chesapeake Energy,33679,"1,300,000,000 USD",No,,,8%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","1,300,000,000 USD","357,000 USD","357,000 USD"
280607,Valid,"International bonds: Ecuador, 9.65% 13dec2026, USD (XS1535071986)",XS1535071986,ECUA 9.65 12/13/26 REGS,Ecuador,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Ecuador,456,"1,791,000,000 USD",No,,,9.65%,Luxembourg S.E.,"1,000 USD",,"1,000 USD","200,000 USD","200,000 USD","1,791,000,000 USD",,"1,791,000,000 USD"
281049,Valid,"Domestic bonds: Vitol-Sas Industria, 0% 19aug2018, EUR (730D) (SK4120011990)",SK4120011990,VITOLS 0 08/19/18 A,Slovakia,redemption default,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Vitol-Sas Industria,79691,,,,,"20,000,000 EUR",No,,,0%,,"100,000 EUR","100,000 EUR",,,"100,000 EUR","20,000,000 EUR",,
281249,Valid,"International bonds: Aceto, 2% 1nov2020, USD (Conv.) (US004446AD25, 004446AD2)",US004446AD25,ACET 2 11/01/20,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,Yes,"ticker ACET US, initial premium 30, convertible until 01.11.2020",No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Aceto,79695,"143,750,000 USD",No,,,2%,,"1,000 USD",,"1,000 USD","1,000 USD","1,000 USD","143,750,000 USD",,"143,750,000 USD"
282003,Valid,"International bonds: Noble Corp, 7.75% 15jan2024, USD (US65504LAP22, 65504LAP2)",US65504LAP22,NE 7.75 01/15/24,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Noble Holding International,79799,Noble Corp,34763,"1,000,000,000 USD",No,,,7.75%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","1,000,000,000 USD","331,142,000 USD","331,142,000 USD"
