Identifier,ISIN,Issuer,Coupon,Maturity,Subordinated,Currency,Next Interest Date
295028639,XS2177122897,Deutsche Post AG,"1,000 %",20.05.2032,Nein,Euro,20.05.2021
281273667,AU0000075681,"Australien, Staat","1,250 %",21.05.2032,Nein,Australischer Dollar,14.11.2020
294708842,XS2177442295,Telefonica Emisiones S.A.U.,"1,807 %",21.05.2032,Nein,Euro,21.05.2021
255270872,XS1843435766,"Kenia, Staat","8,000 %",22.05.2032,Nein,US Dollar,08.11.2020
295030722,XS2178833690,Equinor ASA,"1,375 %",22.05.2032,Nein,Euro,22.05.2021
295030733,XS2170736263,Richemont International Holding S.A.,"1,125 %",26.05.2032,Nein,Euro,26.05.2021
291955847,DE000LB13LW4,Landesbank Baden-W&#252;rttemberg,"0,820 %",27.05.2032,Nein,Euro,27.05.2021
184212215,BE0365452532,"Belgien, Staat","5,700 %",28.05.2032,Nein,Britisches Pfund,28.05.2021
189637745,CH0361532903,Kantonsspital Aarau AG,"0,750 %",28.05.2032,Nein,Schweizer Franken,28.05.2021
252674100,DE000LB118H0,Landesbank Baden-W&#252;rttemberg,"1,000 %",28.05.2032,Nein,Euro,28.05.2021
295619795,XS2176897754,"&#196;gypten, Staat","7,625 %",29.05.2032,Nein,US Dollar,29.11.2020
189302015,XS1622193321,Co&#246;peratieve Rabobank U.A.,"1,250 %",31.05.2032,Nein,Euro,31.05.2021
77597846,SE0004517290,"Schweden, Staat","2,250 %",01.06.2032,Nein,Schwedische Krone,28.05.2021
184364907,SE0007045745,"Schweden, Staat","0,134 %",01.06.2032,Nein,Schwedische Krone,28.05.2021
259477790,US92940PAF18,WRKCo Inc.,"4,200 %",01.06.2032,Nein,US Dollar,01.12.2020
33103849,XS0138038624,Kreditanstalt f&#252;r Wiederaufbau,"5,750 %",07.06.2032,Nein,Britisches Pfund,07.06.2021
73109216,GB0004893086,"Gro&#223;britannien und Nord-Irland, Staat","4,250 %",07.06.2032,Nein,Britisches Pfund,28.11.2020
160010071,XS1040508597,Imperial Brands Finance PLC,"4,875 %",07.06.2032,Nein,Britisches Pfund,07.06.2021
189905815,XS1626191792,Nederlandse Waterschapsbank N.V.,"1,250 %",07.06.2032,Nein,Euro,07.06.2021
233781653,XS0130092793,Nederlandse Waterschapsbank N.V.,"5,375 %",07.06.2032,Nein,Britisches Pfund,07.06.2021
259612726,XS0114126294,European Investment Bank (EIB),"5,625 %",07.06.2032,Nein,Britisches Pfund,07.06.2021
219852813,AT0000A21LC4,Erste Group Bank AG,"1,380 %",08.06.2032,Nein,Euro,08.06.2021
65416433,XS0790003023,Autobahnen- und Schnellstra&#223;en-Finanzierungs-AG,"2,750 %",11.06.2032,Nein,Euro,11.06.2021
293898969,DE000LB13MR2,Landesbank Baden-W&#252;rttemberg,"0,760 %",15.06.2032,Nein,Euro,15.06.2021
296840281,XS2187529180,ProLogis International Funding II S.A.,"1,625 %",17.06.2032,Nein,Euro,17.06.2021
297595037,XS2190255211,Enexis Holding N.V.,"0,625 %",17.06.2032,Nein,Euro,17.06.2021
254738995,DE000LB118Z2,Landesbank Baden-W&#252;rttemberg,"0,950 %",18.06.2032,Nein,Euro,18.06.2021
294578732,DE000BLB81U6,Bayerische Landesbank,"0,770 %",18.06.2032,Nein,Euro,18.06.2021
297363132,XS2189786226,Raiffeisen Bank International AG,"2,875 %",18.06.2032,Ja,Euro,18.06.2021
190639561,USP7808BAA54,Petroleos del Peru - PETROPERU S.A.,"4,750 %",19.06.2032,Nein,US Dollar,19.12.2020
188152395,DE000BLB4054,Bayerische Landesbank,"1,650 %",21.06.2032,Nein,Euro,21.06.2021
298514671,XS2193983108,Upjohn Finance BV,"1,908 %",23.06.2032,Nein,Euro,23.06.2021
298620983,XS2193979254,Koninklijke DSM N.V.,"0,625 %",23.06.2032,Nein,Euro,23.06.2021
259483298,XS2014382845,Alliander N.V.,"0,875 %",24.06.2032,Nein,Euro,24.06.2021
298514759,XS2194192527,Infineon Technologies AG,"2,000 %",24.06.2032,Nein,Euro,24.06.2021
299144252,XS2196322403,Exxon Mobil Corp.,"0,835 %",26.06.2032,Nein,Euro,26.06.2021
191592841,XS1638816089,Nationwide Building Society,"1,375 %",29.06.2032,Nein,Euro,29.06.2021
298889909,FR0013521267,Unibail-Rodamco SE,"2,000 %",29.06.2032,Nein,Euro,29.06.2021
191879025,FR0013266368,Gecina S.A.,"2,000 %",30.06.2032,Nein,Euro,30.06.2021
281299883,CH0461239110,-,"0,200 %",30.06.2032,Nein,Schweizer Franken,30.06.2021
299332777,FR0013522141,A&#233;roports de Paris,"1,500 %",02.07.2032,Nein,Euro,02.07.2021
191779813,DE000A2E4UA8,Landeskreditbank Baden-W&#252;rttemberg - F&#246;rderbank,"1,085 %",05.07.2032,Nein,Euro,05.07.2020
192009183,FR0013266434,Agence Francaise de Developpement,"1,375 %",05.07.2032,Nein,Euro,05.07.2020
192092328,FR0013266848,Legrand S.A.,"1,875 %",06.07.2032,Nein,Euro,06.07.2020
299830374,XS2199266698,Bayer AG,"1,375 %",06.07.2032,Nein,Euro,06.07.2021
299887342,FR0013522695,RTE Reseau de Transport d&#39;Electricite S.A.,"0,625 %",08.07.2032,Nein,Euro,08.07.2021
257822065,DE000LB119E5,Landesbank Baden-W&#252;rttemberg,"0,600 %",09.07.2032,Nein,Euro,09.07.2020
299667263,XS2197349645,Takeda Pharmaceutical Co. Ltd.,"1,375 %",09.07.2032,Nein,Euro,09.07.2021
206650169,ES0440609347,Caixabank S.A.,"1,625 %",14.07.2032,Nein,Euro,14.07.2020
223965073,US22541LAE39,Credit Suisse USA Inc.,"7,125 %",15.07.2032,Nein,US Dollar,15.07.2020
147176501,FR0000188799,"Frankreich, Staat","4,079 %",25.07.2032,Nein,Euro,25.07.2020
190564304,DE000BLB42U8,Bayerische Landesbank,"1,550 %",26.07.2032,Nein,Euro,26.07.2020
259840858,DE000LB13C98,Landesbank Baden-W&#252;rttemberg,"0,500 %",26.07.2032,Nein,Euro,26.07.2020
191395256,FR0013264439,Coentreprise de Transport d&#39;Electricite S.A. CTE,"2,125 %",29.07.2032,Nein,Euro,29.07.2020
7202476,ES0000012411,"Spanien, Staat","5,750 %",30.07.2032,Nein,Euro,30.07.2020
78792534,SK4120008673,"Slowakei, Staat","4,300 %",09.08.2032,Nein,Euro,09.08.2020
192320628,DE000BLB43P6,Bayerische Landesbank,"1,150 %",09.08.2032,Nein,Euro,09.08.2020
193248900,DE000BLB44D0,Bayerische Landesbank,"1,670 %",23.08.2032,Nein,Euro,23.08.2020
261919811,DE000LB13CV5,Landesbank Baden-W&#252;rttemberg,"0,500 %",23.08.2032,Nein,Euro,23.08.2020
263253873,DE000LB13D89,Landesbank Baden-W&#252;rttemberg,"0,350 %",27.08.2032,Nein,Euro,27.08.2020
266602237,FR0013444684,Orange S.A.,"0,500 %",04.09.2032,Nein,Euro,04.09.2020
153098849,XS0814612791,African Development Bank,"0,500 %",07.09.2032,Nein,Mexikanischer  Peso,07.09.2020
264725253,DE000LB13DH2,Landesbank Baden-W&#252;rttemberg,"0,100 %",13.09.2032,Nein,Euro,13.09.2020
192916501,DE000A2GSE59,Kreditanstalt f&#252;r Wiederaufbau,"1,125 %",15.09.2032,Nein,Euro,15.09.2020
227341848,IT0005138828,"Italien, Staat","1,304 %",15.09.2032,Nein,Euro,15.09.2020
298154047,US453258AP01,-,"7,200 %",15.09.2032,Nein,US Dollar,15.03.2018
195555908,DE000BLB45P1,Bayerische Landesbank,"1,500 %",20.09.2032,Nein,Euro,20.09.2020
197972151,FR0013283140,Suez S.A.,"1,625 %",21.09.2032,Nein,Euro,21.09.2020
198466207,XS1577952952,"Ukraine, Staat","7,375 %",25.09.2032,Nein,US Dollar,25.09.2020
266621175,DE000LB13DS9,Landesbank Baden-W&#252;rttemberg,"0,100 %",27.09.2032,Nein,Euro,27.09.2020
231081462,CH0398633492,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,750 %",01.10.2032,Nein,Schweizer Franken,01.10.2020
199593535,CH0383104343,Nestle Holdings Inc.,"0,550 %",04.10.2032,Nein,Schweizer Franken,04.10.2020
267139912,DE000BLB73D9,Bayerische Landesbank,"0,450 %",11.10.2032,Nein,Euro,11.10.2020
197651580,DE000BLB46U9,Bayerische Landesbank,"1,500 %",18.10.2032,Nein,Euro,18.10.2020
267837299,DE000LB13E47,Landesbank Baden-W&#252;rttemberg,"0,300 %",18.10.2032,Nein,Euro,18.10.2020
16914139,FR0000187635,"Frankreich, Staat","5,750 %",25.10.2032,Nein,Euro,25.10.2020
229360177,DE000LB1QEJ0,Landesbank Baden-W&#252;rttemberg,"1,150 %",25.10.2032,Nein,Euro,25.10.2020
269413521,DE000BLB74U1,Bayerische Landesbank,"0,410 %",29.10.2032,Nein,Euro,29.10.2020
272650753,XS2075811948,JPMorgan Chase &amp; Co.,"1,047 %",04.11.2032,Nein,Euro,04.11.2020
293815851,XS2170386853,Shell International Finance B.V.,"1,250 %",11.11.2032,Nein,Euro,11.11.2020
202644376,FR0013296159,Compagnie de Financement Foncier SA,"1,250 %",15.11.2032,Nein,Euro,15.11.2020
202742197,XS1717441726,United Parcel Service Inc.,"1,500 %",15.11.2032,Nein,Euro,15.11.2020
219163021,XS1828046570,European Investment Bank (EIB),"1,125 %",15.11.2032,Nein,Euro,15.11.2020
270032160,DE000LB4ESG6,Landesbank Baden-W&#252;rttemberg,"0,300 %",15.11.2032,Nein,Euro,15.11.2020
294220051,USU1109MAL01,Broadcom Inc.,"4,300 %",15.11.2032,Nein,US Dollar,15.11.2020
182054655,GB00B3D4VD98,"Gro&#223;britannien und Nord-Irland, Staat","1,683 %",22.11.2032,Nein,Britisches Pfund,14.11.2020
199984446,DE000BLB4781,Bayerische Landesbank,"1,550 %",22.11.2032,Nein,Euro,22.11.2020
203784480,CH0386949314,M&#252;nchener Hypothekenbank eG,"0,550 %",22.11.2032,Nein,Schweizer Franken,22.11.2020
271024773,DE000BLB75Y0,Bayerische Landesbank,"0,650 %",22.11.2032,Nein,Euro,22.11.2020
232107049,DE000LB11793,Landesbank Baden-W&#252;rttemberg,"1,250 %",23.11.2032,Nein,Euro,23.11.2020
175166512,DE000BLB4TF2,Bayerische Landesbank,"1,630 %",24.11.2032,Nein,Euro,24.11.2020
234851629,DE000LB122N0,Landesbank Baden-W&#252;rttemberg,"1,150 %",26.11.2032,Nein,Euro,26.11.2020
273956557,DE000BLB7743,Bayerische Landesbank,"0,770 %",29.11.2032,Nein,Euro,29.11.2020
152301942,US92857WAB63,Vodafone Group PLC,"6,250 %",30.11.2032,Nein,US Dollar,30.11.2020
204455567,US251526BN89,Deutsche Bank AG,"4,875 %",01.12.2032,Ja,US Dollar,01.12.2020
273201211,DE000LB13F12,Landesbank Baden-W&#252;rttemberg,"0,400 %",06.12.2032,Nein,Euro,06.12.2020
189905818,XS1626600040,Deutsche Bahn Finance GmbH,"1,500 %",08.12.2032,Nein,Euro,08.12.2020
204706126,XS1732478265,Roadster Finance DAC,"2,375 %",08.12.2032,Nein,Euro,08.12.2020
181660755,XS1548387593,BASF SE,"1,450 %",13.12.2032,Nein,Euro,13.12.2020
203005603,DE000BLB49W9,Bayerische Landesbank,"1,500 %",13.12.2032,Nein,Euro,13.12.2020
204242455,FR0013300605,Klepierre S.A.,"1,625 %",13.12.2032,Nein,Euro,13.12.2020
273033597,DE000BLB77P4,Bayerische Landesbank,"0,750 %",13.12.2032,Nein,Euro,13.12.2020
74195900,US458140AN04,Intel Corp.,"4,000 %",15.12.2032,Nein,US Dollar,15.12.2020
205163911,US06368BGS16,Bank of Montreal,"3,803 %",15.12.2032,Ja,US Dollar,15.12.2020
74340017,XS0866310088,AT &amp; T Inc.,"3,550 %",17.12.2032,Nein,Euro,02.12.2020
182535332,AU3SG0001175,Treasury Corp. of Victoria,"4,250 %",20.12.2032,Nein,Australischer Dollar,13.12.2020
237442979,DE000LB123P3,Landesbank Baden-W&#252;rttemberg,"1,250 %",21.12.2032,Nein,Euro,21.12.2020
65193447,XS0079398250,Eskom Holdings SOC Limited,"0,000 %",31.12.2032,Nein,S&#252;dafrikanischer Rand,-
67100749,XS0496488395,"Elfenbeink&#252;ste, Staat","5,750 %",31.12.2032,Nein,US Dollar,30.12.2020
275193326,DE000LB13FR6,Landesbank Baden-W&#252;rttemberg,"0,450 %",31.12.2032,Nein,Euro,31.12.2020
32819922,DE000LBW6CK8,Landesbank Baden-W&#252;rttemberg,"0,000 %",02.01.2033,Nein,Euro,-
257615736,DE000LB2CJS8,Landesbank Baden-W&#252;rttemberg,-,02.01.2033,Nein,Euro,-
204955850,DE000BLB5BS0,Bayerische Landesbank,"1,400 %",04.01.2033,Nein,Euro,04.01.2021
206650256,XS1747670922,ABN AMRO Bank N.V.,"1,250 %",10.01.2033,Nein,Euro,10.01.2021
173162073,XS1508585772,International Bank for Reconstruction and Development,"0,625 %",12.01.2033,Nein,Euro,12.01.2021
153098843,XS0159013142,Tesco PLC,"5,500 %",13.01.2033,Nein,Britisches Pfund,13.01.2021
206761349,XS1748436356,Westpac Banking Corp.,"1,250 %",14.01.2033,Nein,Euro,14.01.2021
60879721,NL0010071189,"Niederlande, Staat","2,500 %",15.01.2033,Nein,Euro,15.01.2021
93941332,US917288BA96,"Uruguay, Staat","7,875 %",15.01.2033,Nein,US Dollar,15.07.2020
202508499,FR0013295722,Societe des Autoroutes Paris-Rhin-Rhone,"1,500 %",17.01.2033,Nein,Euro,17.01.2021
98783767,XS0158603083,The Procter &amp; Gamble Co.,"5,250 %",19.01.2033,Nein,Britisches Pfund,19.01.2021
207138880,FR0013310018,Caisse Francaise de Financement Local,"1,125 %",19.01.2033,Nein,Euro,19.01.2021
6684506,XS0161488498,Deutsche Telekom International Finance B.V.,"7,500 %",24.01.2033,Nein,Euro,24.01.2021
70309840,XS0161100515,Telecom Italia Finance S.A.,"7,750 %",24.01.2033,Nein,Euro,24.01.2021
99331456,BE6248644013,Anheuser-Busch InBev N.V./S.A.,"3,250 %",24.01.2033,Nein,Euro,24.01.2021
6678344,FR0000471930,Orange S.A.,"8,125 %",28.01.2033,Nein,Euro,28.01.2021
153098438,US195325BB02,"Kolumbien, Staat","10,375 %",28.01.2033,Nein,US Dollar,28.07.2020
204157066,GR0128015725,"Griechenland, Staat","3,900 %",30.01.2033,Nein,Euro,30.01.2021
227341833,IT0003256820,"Italien, Staat","5,750 %",01.02.2033,Nein,Euro,01.08.2020
181793770,FR0013235199,"Paris, Stadt","1,625 %",02.02.2033,Nein,Euro,02.02.2021
209282702,DE000LB1P2F6,Landesbank Baden-W&#252;rttemberg,"1,690 %",07.02.2033,Nein,Euro,07.02.2021
278395071,DE000BLB8BS4,Bayerische Landesbank,"0,750 %",07.02.2033,Nein,Euro,07.02.2021
78792535,SK4120008954,"Slowakei, Staat","3,875 %",08.02.2033,Nein,Euro,08.02.2021
241851405,DE000LB12502,Landesbank Baden-W&#252;rttemberg,"1,050 %",11.02.2033,Nein,Euro,11.02.2021
209597925,XS1769091296,Unilever N.V.,"1,625 %",12.02.2033,Nein,Euro,12.02.2021
6714965,XS0162513211,Innogy Finance B.V.,"5,750 %",14.02.2033,Nein,Euro,14.02.2021
16828846,XS0162869076,Telefonica Europe B.V.,"5,875 %",14.02.2033,Nein,Euro,14.02.2021
282142323,DE000BLB8X02,Bayerische Landesbank,"0,970 %",14.02.2033,Nein,Euro,14.02.2021
210632223,CH0373476420,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,650 %",15.02.2033,Nein,Schweizer Franken,15.02.2021
233255257,US097023AU94,Boeing Co.,"6,125 %",15.02.2033,Nein,US Dollar,15.08.2020
16798339,XS0162990229,Electricite de France S.A. (E.D.F.),"5,625 %",21.02.2033,Nein,Euro,21.02.2021
224614385,US172967BU43,Citigroup Inc.,"5,875 %",22.02.2033,Ja,US Dollar,22.08.2020
207626435,XS1756367147,Municipality Finance PLC,"1,250 %",23.02.2033,Nein,Euro,23.02.2021
60744816,GR0138005716,"Griechenland, Staat","3,650 %",24.02.2033,Nein,Euro,24.02.2021
211348969,XS1784071042,Nordea Mortgage Bank PLC,"1,375 %",28.02.2033,Nein,Euro,28.02.2021
280576652,DE000BLB8W29,Bayerische Landesbank,"0,700 %",28.02.2033,Nein,Euro,28.02.2021
233255266,US532716AK37,L Brands Inc.,"6,950 %",01.03.2033,Nein,US Dollar,31.08.2020
266331903,US09660V2A05,BNP Paribas S.A.,"4,375 %",01.03.2033,Ja,US Dollar,31.08.2020
212697858,XS1788529490,CPPIB Capital Inc.,"1,500 %",04.03.2033,Nein,Euro,04.03.2021
293116044,AU3SG0002082,New South Wales Treasury Corp.,"2,000 %",08.03.2033,Nein,Australischer Dollar,08.09.2020
96374081,AU0000XQLQI5,Queensland Treasury Corp.,"6,500 %",14.03.2033,Nein,Australischer Dollar,07.09.2020
213208170,DE000HSH4F98,HSH Nordbank AG,"4,000 %",14.03.2033,Nein,Euro,14.03.2021
244844360,DE000LB12775,Landesbank Baden-W&#252;rttemberg,"1,100 %",14.03.2033,Nein,Euro,14.03.2021
282697877,DE000BLB8YD8,Bayerische Landesbank,"0,600 %",18.03.2033,Nein,Euro,18.03.2021
249533188,XS1885956182,Credit Agricole Corporate and Investment Bank,"3,900 %",19.03.2033,Nein,Australischer Dollar,19.03.2021
78811990,XS0908570459,Volkswagen International Finance N.V.,"3,300 %",22.03.2033,Nein,Euro,22.03.2021
211929796,EU000A19XC51,Europ&#228;ische Union,"1,250 %",04.04.2033,Nein,Euro,04.04.2021
75775062,US91086QAN88,"Mexiko,Staat","7,500 %",08.04.2033,Nein,US Dollar,08.10.2020
152946317,CH0015803239,"Schweiz, Staat","3,500 %",08.04.2033,Nein,Schweizer Franken,08.04.2021
286392703,DE000BLB80M5,Bayerische Landesbank,"0,430 %",08.04.2033,Nein,Euro,08.04.2021
248147069,DE000LB13AF2,Landesbank Baden-W&#252;rttemberg,"1,250 %",11.04.2033,Nein,Euro,11.04.2021
188261089,XS1612977717,European Investment Bank (EIB),"1,125 %",13.04.2033,Nein,Euro,13.04.2021
187589750,NZGOVDT433C9,"Neuseeland, Staat","3,500 %",14.04.2033,Nein,Neuseel&#228;ndischer Dollar,05.10.2020
215572250,FR0013329216,AXA Bank Europe SCF,"1,375 %",18.04.2033,Nein,Euro,18.04.2021
215472726,XS1808480534,The Swedish Covered Bond Corp.,"1,250 %",19.04.2033,Nein,Euro,19.04.2021
93492448,AU000XCLWAG2,"Australien, Staat","4,500 %",21.04.2033,Nein,Australischer Dollar,14.10.2020
211688728,BE0000346552,"Belgien, Staat","1,250 %",22.04.2033,Nein,Euro,22.04.2021
216010005,DE000LB1P555,Landesbank Baden-W&#252;rttemberg,"1,530 %",25.04.2033,Nein,Euro,25.04.2021
80405831,XS0924998809,BHP Billiton Finance Ltd.,"3,125 %",29.04.2033,Nein,Euro,29.04.2021
288462073,DE000LB13L71,Landesbank Baden-W&#252;rttemberg,"0,500 %",29.04.2033,Nein,Euro,29.04.2021
80495087,XS0922885362,Microsoft Corp.,"2,625 %",02.05.2033,Nein,Euro,02.05.2021
250519930,DE000LB11835,Landesbank Baden-W&#252;rttemberg,"1,000 %",02.05.2033,Nein,Euro,02.05.2021
293121635,XS2168629967,Heineken N.V.,"1,250 %",07.05.2033,Nein,Euro,07.05.2021
217270832,DE000A2LQHT2,Kreditanstalt f&#252;r Wiederaufbau,"1,125 %",09.05.2033,Nein,Euro,09.05.2021
217360420,AT000B093273,Raiffeisen-Landesbank Steiermark AG,"1,375 %",11.05.2033,Nein,Euro,11.05.2021
82219147,DE000NRW2152,Land Nordrhein-Westfalen,"2,375 %",13.05.2033,Nein,Euro,13.05.2021
215344905,IE00BFZRPZ02,"Irland, Staat","1,300 %",15.05.2033,Nein,Euro,15.05.2021
218437640,CH0373476727,Emissionszentrale f&#252;r gemeinn&#252;tzige Wohnbautr&#228;ger EGW,"0,770 %",16.05.2033,Nein,Schweizer Franken,16.05.2021
285209640,XS1824238239,"Libanon, Staat","8,200 %",17.05.2033,Nein,US Dollar,17.11.2020
175347265,USG21886AB53,CNOOC Finance 2003 Ltd.,"5,500 %",21.05.2033,Nein,US Dollar,21.05.2019
188782961,XS1619155564,"Senegal, Staat","6,250 %",23.05.2033,Nein,US Dollar,23.11.2020
218328528,EU000A1Z99D5,Europ&#228;ischer Stabilit&#228;tsmechanismus ESM,"1,200 %",23.05.2033,Nein,Euro,23.05.2021
188892061,EU000A1G0DT0,European Financial Stability Facility EFSF,"1,250 %",24.05.2033,Nein,Euro,24.05.2021
218329752,DE000BLB52Q5,Bayerische Landesbank,"1,730 %",25.05.2033,Nein,Euro,25.05.2021
219244463,FR0013336492,UNEDIC - Union Nationale Interprofessionnelle pur l&#39;Emploi dans l&#39;Industrie et le Commerce,"1,250 %",25.05.2033,Nein,Euro,25.05.2021
81604591,XS0937160272,Robert Bosch Investment Nederland B.V.,"2,979 %",27.05.2033,Nein,Euro,27.05.2021
291955848,DE000LB13LX2,Landesbank Baden-W&#252;rttemberg,"0,850 %",27.05.2033,Nein,Euro,27.05.2021
254076217,AT0000A286G4,Erste Group Bank AG,"1,230 %",29.05.2033,Nein,Euro,29.05.2021
252674101,DE000LB118J6,Landesbank Baden-W&#252;rttemberg,"1,000 %",30.05.2033,Nein,Euro,30.05.2021
126473267,CA135087XG49,"Kanada, Staat","5,750 %",01.06.2033,Nein,Kanadischer Dollar,01.12.2020
216744207,DE000ST0AV91,SG Issuer S.A.,-,01.06.2033,Nein,Euro,-
219163018,FR0013336229,Arkea Home Loans SFH S.A.,"1,500 %",01.06.2033,Nein,Euro,01.06.2021
82017316,XS0940697187,Philip Morris International Inc.,"3,125 %",03.06.2033,Nein,Euro,20.05.2021
219473376,DE000A1685X6,"Hamburg, Region","1,200 %",03.06.2033,Nein,Euro,03.06.2021
82552263,XS0942224352,European Investment Bank (EIB),"4,000 %",13.06.2033,Nein,Norwegische Krone,13.06.2021
217465672,DE000BLB5168,Bayerische Landesbank,"1,550 %",13.06.2033,Nein,Euro,13.06.2021
220236974,DE000A2E4EA2,"Berlin, Region","1,300 %",13.06.2033,Nein,Euro,13.06.2021
253966604,DE000LB2CHF9,Landesbank Baden-W&#252;rttemberg,-,13.06.2033,Nein,US Dollar,-
29559132,DE000A0Z1351,Landesbeteiligungen Baden-W&#252;rttemberg GmbH,"1,300 %",15.06.2033,Nein,Euro,15.06.2021
190451759,XS1631415400,"Elfenbeink&#252;ste, Staat","6,125 %",15.06.2033,Nein,US Dollar,15.12.2020
293898970,DE000LB13MS0,Landesbank Baden-W&#252;rttemberg,"0,790 %",15.06.2033,Nein,Euro,15.06.2021
82505155,XS0944835734,Autobahnen- und Schnellstra&#223;en-Finanzierungs-AG,"2,750 %",20.06.2033,Nein,Euro,20.06.2021
220788717,FR0013343175,"Ile de France, Region","1,375 %",20.06.2033,Nein,Euro,20.06.2021
254738997,DE000LB11900,Landesbank Baden-W&#252;rttemberg,"1,000 %",20.06.2033,Nein,Euro,20.06.2021
221779205,CH0373476966,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,750 %",21.06.2033,Nein,Schweizer Franken,21.06.2021
83890120,CH0215376325,European Investment Bank (EIB),"1,750 %",28.06.2033,Nein,Schweizer Franken,28.06.2021
222425689,DE000A2AAWF7,Land Brandenburg,"1,125 %",04.07.2033,Nein,Euro,04.07.2020
219255307,DE000ST0AWJ1,SG Issuer S.A.,-,06.07.2033,Nein,Euro,-
257822067,DE000LB13B32,Landesbank Baden-W&#252;rttemberg,"0,600 %",11.07.2033,Nein,Euro,11.07.2020
212655023,XS1791423178,Finnvera OYJ,"1,250 %",14.07.2033,Nein,Euro,14.07.2020
210504583,DE000HSH4JX7,HSH Nordbank AG,"4,000 %",18.07.2033,Nein,Euro,18.07.2020
219844771,DE000BLB53K6,Bayerische Landesbank,"1,500 %",18.07.2033,Nein,Euro,18.07.2020
84898474,XS0954302369,America Movil S.A.B. de C.V.,"4,948 %",22.07.2033,Nein,Britisches Pfund,22.07.2020
223849311,XS1858856740,Deutsche Telekom International Finance B.V.,"2,200 %",25.07.2033,Nein,Euro,25.07.2020
259840859,DE000LB13CA9,Landesbank Baden-W&#252;rttemberg,"0,500 %",25.07.2033,Nein,Euro,25.07.2020
182920212,ES00000128Q6,"Spanien, Staat","2,350 %",30.07.2033,Nein,Euro,30.07.2020
195007709,US92343VEA89,Verizon Communications Inc.,"4,500 %",10.08.2033,Nein,US Dollar,10.08.2020
210075437,XS1772374770,Deutsche Bahn Finance GmbH,"1,625 %",16.08.2033,Nein,Euro,16.08.2020
210504584,DE000HSH4KX5,HSH Nordbank AG,"3,500 %",22.08.2033,Nein,Euro,22.08.2020
261919812,DE000LB13CW3,Landesbank Baden-W&#252;rttemberg,"0,550 %",22.08.2033,Nein,Euro,22.08.2020
263253874,DE000LB13D97,Landesbank Baden-W&#252;rttemberg,"0,350 %",29.08.2033,Nein,Euro,29.08.2020
228981583,XS1875279454,Deutsche Wohnen SE,"2,125 %",31.08.2033,Nein,Euro,31.08.2020
165421180,SG3261987691,"Singapur, Staat","3,375 %",01.09.2033,Nein,Singapur-Dollar,27.08.2020
227341854,IT0005240350,"Italien, Staat","2,450 %",01.09.2033,Nein,Euro,01.09.2020
87571201,XS0968972199,Telia Company AB,"3,500 %",05.09.2033,Nein,Euro,05.09.2020
229627886,DE000A2DAF77,Wirtschafts- und Infrastrukturbank Hessen,"1,250 %",06.09.2033,Nein,Euro,06.09.2020
88631123,XS0969795920,Transport for London,"4,000 %",12.09.2033,Nein,Britisches Pfund,12.09.2020
228587580,DE000A2NBKT4,"Niedersachsen, Region","1,125 %",12.09.2033,Nein,Euro,12.09.2020
264725254,DE000LB13DJ8,Landesbank Baden-W&#252;rttemberg,"0,150 %",12.09.2033,Nein,Euro,12.09.2020
253966603,DE000LB2CHE2,Landesbank Baden-W&#252;rttemberg,-,13.09.2033,Nein,US Dollar,-
88315106,US92343VBS25,Verizon Communications Inc.,"6,400 %",15.09.2033,Nein,US Dollar,15.09.2020
170544317,DE000BLB4QX1,Bayerische Landesbank,"1,320 %",16.09.2033,Nein,Euro,16.09.2020
32009658,FR0010014845,Gie PSA Tresorerie,"6,000 %",19.09.2033,Nein,Euro,19.09.2020
228982622,FR0013365293,Engie S.A.,"1,875 %",19.09.2033,Nein,Euro,19.09.2020
244430827,DE000HSH4LS3,HSH Nordbank AG,"4,000 %",20.09.2033,Nein,Euro,20.09.2020
