Issuer,Currency,Due_Date,Coupon,ISIN
LANXESS AG,EUR,07.10.2021,"0,250%",XS1501363425
LANXESS AG,EUR,07.10.2026,"1,000%",XS1501367921
"Lettland, Republik",EUR,07.10.2026,"0,375%",XS1501554874
African Development Bank,EUR,07.10.2026,"0,125%",XS1501560848
Gatwick Funding Ltd.,GBP,07.10.2048,"2,625%",XS1502174581
Coöperatieve Rabobank U.A.,EUR,11.10.2021,"0,125%",XS1502438820
ASB Finance Ltd. [London Branch],EUR,18.10.2023,"0,125%",XS1502534461
International Bank for Reconstruction and Development,GBP,15.12.2023,"0,625%",XS1502564617
European Investment Bank (EIB),EUR,14.09.2029,"0,250%",XS1503043694
Société Générale S.A.,AUD,13.10.2026,"4,875%",XS1503159219
"Argentinien, Republik",EUR,15.01.2022,"3,875%",XS1503160225
"Argentinien, Republik",EUR,15.01.2027,"5,000%",XS1503160498
TUI AG,EUR,26.10.2021,"2,125%",XS1504103984
Sodexo S.A.,EUR,14.04.2027,"0,750%",XS1505132602
Telefonica Emisiones S.A.U.,EUR,17.10.2020,"0,318%",XS1505554698
Telefonica Emisiones S.A.U.,EUR,17.10.2031,"1,930%",XS1505554771
International Finance Corp.,MXN,19.10.2026,"0,000%",XS1505555075
European Investment Bank (EIB),EUR,13.09.2047,"0,875%",XS1505567088
WMG Acquisition Corp.,EUR,01.11.2024,"4,125%",XS1505573995
Development Bank of Japan,USD,19.10.2021,"2,000%",XS1505655537
easyJet PLC,EUR,18.10.2023,"1,125%",XS1505884723
Westpac Banking Corp.,EUR,17.01.2022,"0,250%",XS1506396974
Westpac Banking Corp.,EUR,17.04.2027,"0,875%",XS1506398244
PKO Bank Hipoteczny S.A.,EUR,24.06.2022,"0,125%",XS1508351357
"Polen, Republik",EUR,25.10.2028,"1,000%",XS1508566392
"Polen, Republik",EUR,25.10.2046,"2,000%",XS1508566558
"Saudi-Arabien, Königreich",USD,26.10.2021,"2,375%",XS1508675334
"Saudi-Arabien, Königreich",USD,26.10.2026,"3,250%",XS1508675417
"Saudi-Arabien, Königreich",USD,26.10.2046,"4,500%",XS1508675508
Enagás Financiaciones S.A.U.,EUR,27.10.2026,"0,750%",XS1508831051
Aviva PLC,EUR,27.10.2023,"0,625%",XS1509003361
European Investment Bank (EIB),EUR,13.03.2026,"0,000%",XS1509006208
The Goldman Sachs Group Inc.,EUR,01.05.2025,"1,250%",XS1509006380
Oberösterreichische Landesbank AG,EUR,30.10.2023,"0,125%",XS1509009483
Inmobiliaria Colonial SOCIMI S.A.,EUR,28.10.2024,"1,450%",XS1509942923
Vereinigte Mexikanische Staaten,EUR,15.01.2025,"1,375%",XS1511779305
Landwirtschaftliche Rentenbank,EUR,31.10.2036,"0,625%",XS1511781897
Morgan Stanley,EUR,27.01.2022,"0,539%",XS1511787407
Morgan Stanley,EUR,27.10.2026,"1,375%",XS1511787589
KommuneKredit,EUR,03.11.2036,"0,875%",XS1511904564
Mobilux Finance S.A.S.,EUR,15.11.2024,"5,500%",XS1512670412
Banque Fédérative du Crédit Mutuel S.A. [BFCM],EUR,04.11.2026,"1,875%",XS1512677003
Banco de Credito Social Cooperativo S.A.,EUR,03.11.2026,"9,000%",XS1512736379
Merlin Properties SOCIMI S.A.,EUR,02.11.2026,"1,875%",XS1512827095
Merck & Co. Inc.,EUR,02.11.2024,"0,500%",XS1513055555
Merck & Co. Inc.,EUR,02.11.2036,"1,375%",XS1513062411
Equinor ASA,EUR,09.11.2026,"0,750%",XS1515222385
Equinor ASA,EUR,09.11.2036,"1,625%",XS1515222468
European Investment Bank (EIB),EUR,15.03.2024,"0,000%",XS1515245089
Sparebank 1 SR-Bank ASA,EUR,10.02.2022,"0,375%",XS1516271290
Lloyds Banking Group PLC,EUR,09.11.2023,"1,000%",XS1517174626
Lloyds Banking Group PLC,EUR,09.11.2021,"0,750%",XS1517181167
National Australia Bank Ltd.,EUR,10.11.2023,"0,625%",XS1517196272
Linde Finance B.V.,EUR,18.01.2022,"0,250%",XS1518704900
Sampo OYJ,EUR,18.09.2023,"1,000%",XS1520733301
AbbVie Inc.,EUR,17.05.2024,"1,375%",XS1520899532
AbbVie Inc.,EUR,17.11.2028,"2,125%",XS1520907814
Gaz Capital S.A.,EUR,17.11.2023,"3,125%",XS1521039054
American Express Credit Corp.,EUR,22.11.2021,"0,625%",XS1521058518
The Export-Import Bank of China,EUR,02.12.2021,"0,625%",XS1521637113
Australia and New Zealand Banking Group Ltd.,EUR,22.11.2023,"0,450%",XS1523136247
Unibail-Rodamco-Westfield SE,EUR,21.02.2025,"0,875%",XS1523192588
International Bank for Reconstruction and Development,RUB,23.11.2020,"7,250%",XS1523974027
Akelius Residential Property AB,EUR,23.01.2022,"1,500%",XS1523975859
Südzucker International Finance B.V.,EUR,29.11.2023,"1,250%",XS1524573752
European Investment Bank (EIB),MXN,23.01.2023,"5,500%",XS1524609531
Unity 1 Sukuk Ltd.,USD,30.11.2021,"3,860%",XS1525419617
ITV PLC,EUR,01.12.2023,"2,000%",XS1525536840
BP Capital Markets PLC,EUR,25.01.2024,"1,117%",XS1527126772
Grenke Finance PLC,EUR,02.02.2022,"1,125%",XS1527138272
Heineken N.V.,EUR,29.01.2027,"1,375%",XS1527192485
Adecco International Financial Services B.V.,EUR,02.12.2024,"1,000%",XS1527526799
ASML Holding N.V.,EUR,28.05.2027,"1,625%",XS1527556192
Arion Bank hf.,EUR,01.12.2021,"1,625%",XS1527737495
BNP Paribas S.A.,EUR,01.06.2022,"0,500%",XS1527753187
Iberdrola Finanzas S.A.,EUR,07.03.2024,"1,000%",XS1527758145
Great-West Lifeco Inc.,EUR,07.12.2026,"1,750%",XS1528141788
The Korea Development Bank,AUD,30.11.2026,"3,966%",XS1528917682
HeidelbergCement AG,EUR,07.02.2025,"1,500%",XS1529515584
Euroclear Investments S.A.,EUR,07.12.2026,"1,125%",XS1529559525
Gas Networks Ireland,EUR,05.12.2036,"2,250%",XS1529684349
Gas Networks Ireland,EUR,05.12.2026,"1,375%",XS1529684695
Morgan Stanley,EUR,02.12.2022,"1,000%",XS1529838085
AEGON N.V.,EUR,08.12.2023,"1,000%",XS1529854793
Ecolab Inc.,EUR,15.01.2024,"1,000%",XS1529859321
CETIN Finance B.V.,EUR,06.12.2021,"1,423%",XS1529934801
Volvo Car AB,SEK,07.03.2022,"2,495%",XS1530953618
Volvo Car AB,SEK,07.03.2022,"2,500%",XS1530953881
Knorr-Bremse AG,EUR,08.12.2021,"0,500%",XS1531060025
Barclays PLC,EUR,08.12.2023,"1,875%",XS1531174388
"Becton, Dickinson & Co.",EUR,15.12.2022,"1,000%",XS1531345376
"Becton, Dickinson & Co.",EUR,15.12.2026,"1,900%",XS1531347661
Zimmer Biomet Holdings Inc.,EUR,13.12.2022,"1,414%",XS1532765879
Zimmer Biomet Holdings Inc.,EUR,13.12.2026,"2,425%",XS1532779748
Aroundtown SA,EUR,13.03.2023,"2,125%",XS1532877757
Adler Pelzer Holding GmbH,EUR,01.04.2024,"4,125%",XS1533914591
Evraz PLC,USD,20.03.2023,"5,375%",XS1533915721
Nemak S.A.B. de C.V.,EUR,15.03.2024,"3,250%",XS1533916299
Avery Dennison Corp.,EUR,03.03.2025,"1,250%",XS1533922263
"Ecuador, Republik",USD,13.12.2026,"9,650%",XS1535071986
Carlson Travel Inc.,EUR,15.06.2023,"4,750%",XS1535991498
"Polen, Republik",EUR,20.12.2021,"0,500%",XS1536786939
Credit Agricole S.A. [London Branch],EUR,20.12.2026,"1,875%",XS1538284230
Société Générale S.A.,EUR,01.04.2022,"1,000%",XS1538867760
BNG Bank N.V.,EUR,10.01.2024,"0,250%",XS1547374212
BNP Paribas S.A.,EUR,10.10.2023,"1,125%",XS1547407830
European Investment Bank (EIB),MXN,11.01.2027,"8,000%",XS1547492410
BASF SE,EUR,13.12.2032,"1,450%",XS1548387593
DNB Boligkreditt A.S.,EUR,11.01.2022,"0,050%",XS1548410080
BASF SE,GBP,11.03.2025,"1,750%",XS1548422846
BMW Finance N.V.,EUR,12.07.2024,"0,750%",XS1548436473
BMW Finance N.V.,EUR,12.01.2021,"0,125%",XS1548436556
Banco Santander S.A.,EUR,19.01.2027,"3,125%",XS1548444816
ABN AMRO Bank N.V.,EUR,12.01.2032,"1,125%",XS1548458014
Landesbank Hessen-Thüringen Girozentrale,EUR,12.01.2022,"0,000%",XS1548773040
Landesbank Hessen-Thüringen Girozentrale,EUR,12.01.2027,"0,625%",XS1548773982
FCE Bank PLC,EUR,13.09.2021,"0,869%",XS1548776498
Berkshire Hathaway Inc.,EUR,17.01.2023,"0,625%",XS1548792859
Banque Fédérative du Crédit Mutuel S.A. [BFCM],EUR,13.01.2022,"0,375%",XS1548802914
Banco Bilbao Vizcaya Argentaria S.A. (BBVA),EUR,17.01.2022,"0,625%",XS1548914800
HeidelbergCement Finance Luxembourg S.A.,EUR,18.01.2021,"0,500%",XS1549372420
Nestlé Holdings Inc.,USD,18.01.2022,"2,375%",XS1550117342
American Honda Finance Corp.,EUR,17.01.2024,"0,750%",XS1550134602
Credit Agricole S.A. [London Branch],EUR,16.09.2024,"1,000%",XS1550135831
Swedbank Hypotek AB,EUR,18.07.2022,"0,125%",XS1550140674
"Swedish Covered Bond Corp.,The",EUR,16.02.2024,"0,375%",XS1550143421
Daimler International Finance B.V.,GBP,13.01.2022,"1,500%",XS1550144072
ENEL Finance International N.V.,EUR,16.09.2024,"1,000%",XS1550149204
Erste Group Bank AG,EUR,18.01.2027,"0,625%",XS1550203183
AXA S.A.,USD,17.01.2047,"5,125%",XS1550938978
Telefonica Emisiones S.A.U.,EUR,17.10.2028,"2,318%",XS1550951138
Telefonica Emisiones S.A.U.,EUR,17.01.2025,"1,528%",XS1550951211
Santander Consumer Finance S.A.,EUR,24.01.2022,"0,875%",XS1550951641
NN Group N.V.,EUR,13.01.2023,"0,875%",XS1550988569
NN Group N.V.,EUR,13.01.2048,"4,625%",XS1550988643
BASF SE,USD,18.01.2022,"2,500%",XS1551001768
Nederlandse Waterschapsbank N.V.,EUR,18.01.2027,"0,625%",XS1551045039
International Finance Corp.,MXN,20.01.2037,"0,000%",XS1551056234
European Investment Bank (EIB),MXN,09.06.2022,"7,500%",XS1551068080
European Investment Bank (EIB),SEK,19.07.2022,"0,500%",XS1551293019
"Israel, Staat",EUR,18.01.2027,"1,500%",XS1551294256
Jaguar Land Rover Automotive PLC,EUR,15.01.2024,"2,200%",XS1551347393
Naturgy Finance B.V.,EUR,19.01.2027,"1,375%",XS1551446880
Landwirtschaftliche Rentenbank,USD,23.01.2024,"2,375%",XS1551675488
NTPC Ltd.,EUR,01.02.2027,"2,750%",XS1551677260
Cellnex Telecom S.A.,EUR,18.04.2025,"2,875%",XS1551726810
Coöperatieve Rabobank U.A.,NOK,20.01.2022,"1,625%",XS1551747659
China Development Bank,EUR,24.01.2024,"0,875%",XS1553210672
NIBC Bank N.V.,EUR,31.01.2022,"1,500%",XS1554112281
Nordea Mortgage Bank PLC,EUR,24.01.2022,"0,025%",XS1554271590
DBS Bank Ltd.,EUR,23.01.2024,"0,375%",XS1554349297
Fresenius Finance Ireland PLC,EUR,31.01.2022,"0,875%",XS1554373164
Fresenius Finance Ireland PLC,EUR,30.01.2024,"1,500%",XS1554373248
Fresenius Finance Ireland PLC,EUR,01.02.2027,"2,125%",XS1554373677
Fresenius Finance Ireland PLC,EUR,30.01.2032,"3,000%",XS1554373834
LEG Immobilien AG,EUR,23.01.2024,"1,250%",XS1554456613
African Development Bank,EUR,24.01.2024,"0,250%",XS1555080198
Société Générale S.A.,AUD,24.01.2029,"5,000%",XS1555090403
DVB Bank SE,EUR,25.04.2022,"1,000%",XS1555094066
European Investment Bank (EIB),MXN,27.07.2020,"7,000%",XS1555155388
European Bank for Reconstruction and Development,RUB,24.07.2023,"6,000%",XS1555164299
Kommunalbanken AS,USD,25.01.2022,"2,250%",XS1555312823
SpareBank 1 Boligkreditt AS,EUR,25.01.2022,"0,050%",XS1555317897
European Investment Bank (EIB),NOK,26.01.2024,"1,500%",XS1555330999
European Investment Bank (EIB),EUR,15.01.2027,"0,500%",XS1555331617
Société Générale S.A.,SEK,25.01.2022,"1,526%",XS1555339602
International Finance Corp.,MXN,27.01.2037,"0,000%",XS1555570016
Corporación Andina de Fomento,EUR,25.01.2022,"0,500%",XS1555575320
Allianz SE,USD,30.01.2049,"5,100%",XS1556937891
Deutsche Telekom International Finance B.V.,EUR,30.10.2021,"0,375%",XS1557095459
Deutsche Telekom International Finance B.V.,EUR,30.01.2027,"1,375%",XS1557095616
Deutsche Telekom International Finance B.V.,EUR,30.01.2024,"0,875%",XS1557096267
Banco Santander S.A.,EUR,09.02.2022,"1,375%",XS1557268221
Imperial Brands Finance PLC,EUR,27.07.2021,"0,500%",XS1558013014
Imperial Brands Finance PLC,EUR,27.01.2025,"1,375%",XS1558013360
Wells Fargo & Co.,EUR,31.01.2022,"0,268%",XS1558022866
"Ägypten, Arabische Republik",USD,31.01.2022,"6,125%",XS1558077845
"Ägypten, Arabische Republik",USD,31.01.2047,"8,500%",XS1558078496
"Ägypten, Arabische Republik",USD,31.01.2027,"7,500%",XS1558078736
EDP Finance B.V.,EUR,29.09.2023,"1,875%",XS1558083652
International Bank for Reconstruction and Development,NOK,02.02.2022,"1,000%",XS1558422371
SNCF S.A.,EUR,02.02.2029,"1,500%",XS1558472129
International Finance Corp.,MXN,02.02.2024,"7,250%",XS1558491004
Kreditanstalt für Wiederaufbau,MXN,07.12.2023,"7,500%",XS1558635790
Dexia Crédit Local S.A.,EUR,03.02.2024,"0,625%",XS1559352437
International Finance Corp.,TRY,03.02.2021,"11,000%",XS1559906356
Landwirtschaftliche Rentenbank,NOK,07.02.2022,"1,690%",XS1560721927
ESB Finance DAC,EUR,07.02.2029,"1,750%",XS1560853670
Bank of America Corp.,EUR,07.02.2022,"0,503%",XS1560862580
Bank of America Corp.,EUR,07.02.2022,"0,736%",XS1560863554
Bank of America Corp.,EUR,07.02.2025,"1,379%",XS1560863802
Louis Dreyfus Company B.V.,EUR,07.02.2022,"4,000%",XS1560991637
Asian Development Bank (ADB),EUR,06.02.2037,"1,400%",XS1561572287
International Bank for Reconstruction and Development,MXN,09.02.2021,"7,125%",XS1562153848
African Development Bank,MXN,09.02.2032,"0,000%",XS1562584158
Avinor AS,EUR,09.02.2027,"1,250%",XS1562601424
Banco Bilbao Vizcaya Argentaria S.A. (BBVA),EUR,10.02.2027,"3,500%",XS1562614831
Sigma Alimentos S.A. de C.V.,EUR,07.02.2024,"2,625%",XS1562623584
Danske Bank A/S,EUR,14.02.2022,"0,125%",XS1564320080
Landwirtschaftliche Rentenbank,EUR,15.07.2024,"0,250%",XS1564325550
Mölnlycke Holding AB,EUR,28.02.2025,"1,875%",XS1564337993
ING Groep N.V.,EUR,15.02.2029,"2,500%",XS1564394796
Sparebanken Vest Boligkreditt AS,EUR,14.02.2024,"0,375%",XS1565074744
Caixabank S.A.,EUR,15.02.2027,"3,500%",XS1565131213
Van Lanschot Kempen Wealth Management N.V.,EUR,15.02.2027,"0,875%",XS1565570212
Ryanair DAC,EUR,15.08.2023,"1,125%",XS1565699763
Unilever N.V.,EUR,14.02.2023,"0,375%",XS1566100977
Unilever N.V.,EUR,14.02.2027,"1,000%",XS1566101603
"Nigeria, Bundesrepublik",USD,16.02.2032,"7,875%",XS1566179039
International Finance Corp.,TRY,15.02.2029,"0,000%",XS1566184385
"Lettland, Republik",EUR,15.02.2047,"2,250%",XS1566190945
"Buenos Aires, Province of...",USD,15.02.2023,"6,500%",XS1566193295
Industrial & Commercial Bank of China Ltd. [Hongkong Branch],USD,21.02.2022,"2,875%",XS1566970874
Eika BoligKreditt A.S.,EUR,16.02.2024,"0,375%",XS1566992415
Alfa Bond Issuance PLC,RUB,16.02.2022,"9,250%",XS1567117566
McKesson Corp.,EUR,17.08.2021,"0,625%",XS1567173809
Banque Centrale de Tunisie,EUR,17.02.2024,"5,625%",XS1567439689
Otto [GmbH & Co KG],EUR,08.03.2022,"1,500%",XS1567447609
Skandinaviska Enskilda Banken,EUR,17.02.2022,"0,300%",XS1567475303
Securitas AB,EUR,20.02.2024,"1,125%",XS1567901761
Toyota Finance Australia Ltd.,AUD,21.02.2022,"3,250%",XS1567905754
Stadshypotek AB,EUR,21.02.2024,"0,375%",XS1568860685
Petróleos Mexicanos,EUR,21.02.2024,"3,750%",XS1568874983
Petróleos Mexicanos,EUR,21.08.2021,"2,500%",XS1568875444
Petróleos Mexicanos,EUR,21.02.2028,"4,875%",XS1568888777
Nord/LB Luxembourg S.A. Covered Bond Bank,EUR,23.08.2021,"0,250%",XS1569741884
Unibail-Rodamco-Westfield SE,EUR,22.02.2028,"1,500%",XS1569845404
Nationwide Building Society,EUR,23.02.2024,"0,500%",XS1569896498
Smiths Group PLC,EUR,23.02.2027,"2,000%",XS1570260460
Telefonaktiebolaget L.M. Ericsson,EUR,01.03.2021,"0,875%",XS1571293171
Telefonaktiebolaget L.M. Ericsson,EUR,01.03.2024,"1,875%",XS1571293684
Svenska Handelsbanken AB [publ],EUR,28.02.2022,"0,250%",XS1571298139
United Overseas Bank Ltd.,EUR,02.03.2022,"0,125%",XS1571315917
DNB Bank ASA,EUR,01.03.2027,"1,250%",XS1571331955
Parker-Hannifin Corp.,EUR,01.03.2025,"1,125%",XS1571341830
Levi Strauss & Co.,EUR,15.03.2027,"3,375%",XS1571994554
Caisse Centrale du Crédit Immobilier de France,EUR,01.03.2021,"0,125%",XS1572146162
European Investment Bank (EIB),SEK,02.03.2027,"1,500%",XS1572222526
SSE PLC,USD,16.09.2077,"4,750%",XS1572343744
ANZ New Zealand [Intl] Ltd.,EUR,01.03.2022,"0,400%",XS1572429030
Nederlandse Waterschapsbank N.V.,USD,02.03.2022,"2,250%",XS1573190946
Swedbank AB,EUR,06.09.2022,"0,300%",XS1573958409
European Investment Bank (EIB),TRY,07.03.2022,"10,000%",XS1574041999
RZD Capital PLC,USD,01.03.2024,"4,375%",XS1574068844
Pfizer Inc.,EUR,06.03.2022,"0,250%",XS1574157357
Pfizer Inc.,EUR,06.03.2027,"1,000%",XS1574158082
The Coca-Cola Co.,EUR,09.03.2021,"0,000%",XS1574671662
The Coca-Cola Co.,EUR,08.03.2024,"0,500%",XS1574672397
Vodafone Group PLC,EUR,22.11.2021,"0,375%",XS1574681620
Citigroup Global Markets Holdings Inc.,TRY,26.10.2027,"0,000%",XS1574931751
Iberdrola Finanzas S.A.,EUR,07.03.2025,"1,000%",XS1575444622
National Australia Bank Ltd.,EUR,07.09.2022,"0,350%",XS1575474371
Energa Finance AB,EUR,07.03.2027,"2,125%",XS1575640054
"Oman, Sultanat",USD,08.03.2022,"3,875%",XS1575874471
"Oman, Sultanat",USD,08.03.2047,"6,500%",XS1575968026
The Royal Bank of Scotland Group PLC,EUR,08.03.2023,"2,000%",XS1575979148
European Investment Bank (EIB),EUR,14.10.2024,"0,250%",XS1575991358
Wolters Kluwer N.V.,EUR,22.03.2027,"1,500%",XS1575992596
ASB Finance Ltd. [London Branch],EUR,10.06.2022,"0,500%",XS1576035155
ING Groep N.V.,EUR,09.03.2022,"0,750%",XS1576220484
SpareBank 1 SMN,EUR,09.03.2022,"0,500%",XS1576650813
OP-Asuntoluottopankki Oyj,EUR,13.03.2024,"0,250%",XS1576693110
International Finance Corp.,TRY,10.03.2021,"10,000%",XS1577360438
The Goldman Sachs Group Inc.,EUR,09.09.2022,"0,277%",XS1577427526
Compagnie de Saint-Gobain S.A.,EUR,17.03.2025,"1,000%",XS1577586321
Nokia Oyj,EUR,15.03.2021,"1,000%",XS1577727164
International Finance Corp.,TRY,13.03.2024,"0,000%",XS1577729020
Nokia Oyj,EUR,15.03.2024,"2,000%",XS1577731604
Booking Holdings Inc.,EUR,10.03.2022,"0,800%",XS1577747782
Swedbank AB,USD,14.03.2022,"1,013%",XS1577762583
Morgan Stanley,GBP,09.03.2027,"2,625%",XS1577762823
INEOS Finance PLC,EUR,15.11.2025,"2,125%",XS1577947440
3AB Optique Developpment S.A.S.,EUR,02.10.2023,"4,125%",XS1577948687
Coca Cola Icecek A.S.,USD,19.09.2024,"4,215%",XS1577950402
Altice Finco S.A.,EUR,15.01.2028,"4,750%",XS1577952440
Asahi Group Holdings Ltd.,EUR,19.09.2021,"0,321%",XS1577953760
Superior Industries International Inc.,EUR,15.06.2025,"6,000%",XS1577958058
Tauron Polska Energia SA,EUR,05.07.2027,"2,375%",XS1577960203
Baxter International Inc.,EUR,30.05.2025,"1,300%",XS1577962084
Norican A/S,EUR,15.05.2023,"4,500%",XS1577963058
Länsförsäkringar Hypotek AB,EUR,14.03.2024,"0,375%",XS1578113125
Thermo Fisher Scientific Inc.,EUR,16.03.2027,"1,450%",XS1578127778
Turkiye Is Bankasi A.S.,USD,25.04.2024,"6,125%",XS1578203462
Motability Operations Group PLC,EUR,14.03.2025,"0,875%",XS1578212299
Elisa Oyj,EUR,17.03.2024,"0,875%",XS1578886258
Johnson Controls International PLC,EUR,15.09.2023,"1,000%",XS1580476759
Statkraft AS,EUR,20.03.2025,"1,125%",XS1582205040
Constantin Investissement 3 S.A.S.,EUR,15.04.2025,"5,375%",XS1584024837
BNP Paribas S.A.,EUR,22.09.2022,"0,461%",XS1584041252
"Abengoa AbeNewco 2, S.A.U.",USD,29.09.2022,"0,250%",XS1584122920
Novartis Finance S.A.,EUR,31.03.2021,"0,000%",XS1584884347
"Polen, Republik",EUR,22.10.2027,"1,375%",XS1584894650
Novartis Finance S.A.,EUR,30.09.2027,"1,125%",XS1585010074
Société Générale S.A.,EUR,01.04.2022,"0,437%",XS1586146851
HSBC Holdings PLC,EUR,27.09.2022,"0,298%",XS1586214956
BNG Bank N.V.,EUR,29.03.2038,"1,500%",XS1586228824
"Libanon, Republik",USD,23.03.2027,"6,850%",XS1586230051
"Libanon, Republik",USD,23.03.2037,"7,250%",XS1586230309
"Libanon, Republik",USD,23.03.2032,"7,000%",XS1586230481
Liberty Mutual Finance Europe DAC,EUR,27.03.2024,"1,750%",XS1586337872
Volkswagen International Finance N.V.,EUR,30.03.2021,"0,500%",XS1586555606
Volkswagen International Finance N.V.,EUR,02.10.2023,"1,125%",XS1586555861
Volkswagen International Finance N.V.,EUR,30.03.2027,"1,875%",XS1586555945
"Swedish Covered Bond Corp.,The",EUR,29.03.2027,"0,875%",XS1586702679
National Australia Bank Ltd.,EUR,28.03.2022,"0,250%",XS1586704378
Motor Oil Finance PLC,EUR,01.04.2022,"3,250%",XS1586710185
First Abu Dhabi Bank P.J.S.C,USD,30.03.2022,"3,000%",XS1587035996
ELM B.V.,EUR,29.09.2047,"3,375%",XS1587893451
Banque Fédérative du Crédit Mutuel S.A. [BFCM],EUR,31.03.2027,"2,625%",XS1587911451
SNCF Réseau S.A.,EUR,30.03.2034,"1,875%",XS1588061777
The Toronto-Dominion Bank,EUR,03.04.2024,"0,500%",XS1588284056
European Investment Bank (EIB),MXN,07.07.2027,"6,500%",XS1588672144
HeidelbergCement Finance Luxembourg S.A.,EUR,07.04.2026,"1,625%",XS1589806907
BMW Finance N.V.,EUR,03.04.2025,"0,875%",XS1589881785
Nassa Topco AS,EUR,06.04.2024,"2,875%",XS1589980330
Instituto de Credito Oficial,EUR,30.07.2020,"0,050%",XS1590041478
Loxam S.A.S.,EUR,15.04.2024,"4,250%",XS1590066624
FCE Bank PLC,EUR,26.08.2020,"0,221%",XS1590503279
HYPO NOE Landesbank für Niederösterreich und Wien AG,EUR,04.04.2023,"0,375%",XS1590565112
Naturgy Capital Markets S.A.,EUR,11.04.2024,"1,125%",XS1590568132
Telia Company AB,EUR,04.04.2078,"3,000%",XS1590787799
ING Groep N.V.,EUR,11.04.2028,"3,000%",XS1590823859
K+S Aktiengesellschaft,EUR,06.04.2023,"2,625%",XS1591416679
Saipem Finance International B.V.,EUR,05.04.2022,"2,750%",XS1591523755
Westpac Securities NZ Ltd. [London Branch],EUR,06.04.2022,"0,250%",XS1591674459
American Tower Corp.,EUR,04.04.2025,"1,375%",XS1591781452
Bankinter S.A.,EUR,06.04.2027,"2,500%",XS1592168451
The Bank of Nova Scotia,EUR,06.04.2022,"0,375%",XS1592881020
Council of Europe Development Bank (CEB),EUR,10.04.2024,"0,125%",XS1594302868
Commonwealth Bank of Australia,EUR,11.07.2022,"0,500%",XS1594335363
Commonwealth Bank of Australia,EUR,11.04.2024,"0,375%",XS1594339514
Banco Bilbao Vizcaya Argentaria S.A. (BBVA),EUR,12.04.2022,"0,346%",XS1594368539
OP Yrityspankki Oyj,EUR,11.10.2022,"0,375%",XS1595523066
innogy Finance B.V.,EUR,13.04.2025,"1,000%",XS1595704872
Deutsche Telekom International Finance B.V.,GBP,13.04.2029,"2,250%",XS1595796035
International Finance Corp.,RUB,11.04.2022,"6,375%",XS1596058419
Volkswagen Financial Services N.V.,GBP,12.04.2021,"1,500%",XS1596727609
Volkswagen Financial Services N.V.,GBP,12.04.2025,"2,250%",XS1596735701
Madrileña Red de Gas Finance B.V.,EUR,11.04.2025,"1,375%",XS1596739364
Madrileña Red de Gas Finance B.V.,EUR,11.04.2029,"2,250%",XS1596740453
Deutsche Bank AG,NOK,12.04.2021,"2,125%",XS1597300778
Grifols S.A.,EUR,01.05.2025,"3,200%",XS1598757760
Nationwide Building Society,EUR,19.04.2023,"0,625%",XS1599125157
"Rumänien, Republik",EUR,19.04.2027,"2,375%",XS1599193403
Colfax Corp.,EUR,15.05.2025,"3,250%",XS1599406839
BURGER KING France SAS,EUR,02.05.2023,"5,250%",XS1600481821
BURGER KING France SAS,EUR,01.05.2024,"6,000%",XS1600514696
VIVAT N.V.,EUR,17.05.2024,"2,375%",XS1600704982
Levi Strauss & Co.,EUR,15.03.2027,"3,375%",XS1602130947
Coca-Cola Amatil Ltd.,AUD,26.04.2024,"3,500%",XS1602259985
Wells Fargo & Co.,AUD,27.04.2022,"3,250%",XS1602312891
Wells Fargo & Co.,AUD,27.04.2027,"4,000%",XS1602313279
Bank of America Corp.,EUR,04.05.2027,"1,776%",XS1602547264
Bank of America Corp.,EUR,04.05.2023,"0,519%",XS1602557495
Morgan Stanley,EUR,08.11.2022,"0,442%",XS1603892065
Morgan Stanley,EUR,27.04.2027,"1,875%",XS1603892149
Credit Agricole S.A. [London Branch],EUR,03.05.2027,"1,375%",XS1605365193
